#wavelength   flux
4179.4       2.56853958206e-16
4179.5       2.56140985506e-16
4179.6       2.55428012806e-16
4179.7       2.54715040106e-16
4179.8       2.54002067406e-16
4179.9       2.53289094706e-16
4180.0       2.52576122006e-16
4180.1       2.50916963315e-16
4180.2       2.49257804615e-16
4180.3       2.47598645915e-16
4180.4       2.45939487215e-16
4180.5       2.44280328515e-16
4180.6       2.42621169815e-16
4180.7       2.40962011115e-16
4180.8       2.39302852415e-16
4180.9       2.37643693715e-16
4181.0       2.35984535015e-16
4181.1       2.36938615591e-16
4181.2       2.37892696191e-16
4181.3       2.38846776791e-16
4181.4       2.39800857391e-16
4181.5       2.40754937991e-16
4181.6       2.41709018591e-16
4181.7       2.42663099191e-16
4181.8       2.43617179791e-16
4181.9       2.44571260391e-16
4182.0       2.45525340991e-16
4182.1       2.46715902289e-16
4182.2       2.47906463589e-16
4182.3       2.49097024889e-16
4182.4       2.50287586189e-16
4182.5       2.51478147489e-16
4182.6       2.52668708789e-16
4182.7       2.53859270089e-16
4182.8       2.55049831389e-16
4182.9       2.56240392689e-16
4183.0       2.57430953989e-16
4183.1       2.58155271494e-16
4183.2       2.58879588994e-16
4183.3       2.59603906494e-16
4183.4       2.60328223994e-16
4183.5       2.61052541494e-16
4183.6       2.61776858994e-16
4183.7       2.62501176494e-16
4183.8       2.63225493994e-16
4183.9       2.63949811494e-16
4184.0       2.64674128994e-16
4184.1       2.63084811714e-16
4184.2       2.61495494414e-16
4184.3       2.59906177114e-16
4184.4       2.58316859814e-16
4184.5       2.56727542514e-16
4184.6       2.55138225214e-16
4184.7       2.53548907914e-16
4184.8       2.51959590614e-16
4184.9       2.50370273314e-16
4185.0       2.48780956014e-16
4185.1       2.49585097993e-16
4185.2       2.50389239993e-16
4185.3       2.51193381993e-16
4185.4       2.51997523993e-16
4185.5       2.52801665993e-16
4185.6       2.53605807993e-16
4185.7       2.54409949993e-16
4185.8       2.55214091993e-16
4185.9       2.56018233993e-16
4186.0       2.56822375993e-16
4186.1       2.5568109681e-16
4186.2       2.5453981761e-16
4186.3       2.5339853841e-16
4186.4       2.5225725921e-16
4186.5       2.5111598001e-16
4186.6       2.4997470081e-16
4186.7       2.4883342161e-16
4186.8       2.4769214241e-16
4186.9       2.4655086321e-16
4187.0       2.4540958401e-16
4187.1       2.44098855912e-16
4187.2       2.42788127812e-16
4187.3       2.41477399712e-16
4187.4       2.40166671612e-16
4187.5       2.38855943512e-16
4187.6       2.37545215412e-16
4187.7       2.36234487312e-16
4187.8       2.34923759212e-16
4187.9       2.33613031112e-16
4188.0       2.32302303012e-16
4188.1       2.35126075475e-16
4188.2       2.37949847975e-16
4188.3       2.40773620475e-16
4188.4       2.43597392975e-16
4188.5       2.46421165475e-16
4188.6       2.49244937975e-16
4188.7       2.52068710475e-16
4188.8       2.54892482975e-16
4188.9       2.57716255475e-16
4189.0       2.60540027975e-16
4189.1       2.60372663802e-16
4189.2       2.60205299602e-16
4189.3       2.60037935402e-16
4189.4       2.59870571202e-16
4189.5       2.59703207002e-16
4189.6       2.59535842802e-16
4189.7       2.59368478602e-16
4189.8       2.59201114402e-16
4189.9       2.59033750202e-16
4190.0       2.58866386002e-16
4190.1       2.5770478971e-16
4190.2       2.5654319341e-16
4190.3       2.5538159711e-16
4190.4       2.5422000081e-16
4190.5       2.5305840451e-16
4190.6       2.5189680821e-16
4190.7       2.5073521191e-16
4190.8       2.4957361561e-16
4190.9       2.4841201931e-16
4191.0       2.4725042301e-16
4191.1       2.47406074099e-16
4191.2       2.47561725199e-16
4191.3       2.47717376299e-16
4191.4       2.47873027399e-16
4191.5       2.48028678499e-16
4191.6       2.48184329599e-16
4191.7       2.48339980699e-16
4191.8       2.48495631799e-16
4191.9       2.48651282899e-16
4192.0       2.48806933999e-16
4192.1       2.48914838499e-16
4192.2       2.49022742999e-16
4192.3       2.49130647499e-16
4192.4       2.49238551999e-16
4192.5       2.49346456499e-16
4192.6       2.49454360999e-16
4192.7       2.49562265499e-16
4192.8       2.49670169999e-16
4192.9       2.49778074499e-16
4193.0       2.49885978999e-16
4193.1       2.51252928088e-16
4193.2       2.52619877188e-16
4193.3       2.53986826288e-16
4193.4       2.55353775388e-16
4193.5       2.56720724488e-16
4193.6       2.58087673588e-16
4193.7       2.59454622688e-16
4193.8       2.60821571788e-16
4193.9       2.62188520888e-16
4194.0       2.63555469988e-16
4194.1       2.62973381505e-16
4194.2       2.62391293005e-16
4194.3       2.61809204505e-16
4194.4       2.61227116005e-16
4194.5       2.60645027505e-16
4194.6       2.60062939005e-16
4194.7       2.59480850505e-16
4194.8       2.58898762005e-16
4194.9       2.58316673505e-16
4195.0       2.57734585005e-16
4195.1       2.56443287112e-16
4195.2       2.55151989212e-16
4195.3       2.53860691312e-16
4195.4       2.52569393412e-16
4195.5       2.51278095512e-16
4195.6       2.49986797612e-16
4195.7       2.48695499712e-16
4195.8       2.47404201812e-16
4195.9       2.46112903912e-16
4196.0       2.44821606012e-16
4196.1       2.43272207514e-16
4196.2       2.41722809014e-16
4196.3       2.40173410514e-16
4196.4       2.38624012014e-16
4196.5       2.37074613514e-16
4196.6       2.35525215014e-16
4196.7       2.33975816514e-16
4196.8       2.32426418014e-16
4196.9       2.30877019514e-16
4197.0       2.29327621014e-16
4197.1       2.3047419699e-16
4197.2       2.3162077299e-16
4197.3       2.3276734899e-16
4197.4       2.3391392499e-16
4197.5       2.3506050099e-16
4197.6       2.3620707699e-16
4197.7       2.3735365299e-16
4197.8       2.3850022899e-16
4197.9       2.3964680499e-16
4198.0       2.4079338099e-16
4198.1       2.42757496082e-16
4198.2       2.44721611182e-16
4198.3       2.46685726282e-16
4198.4       2.48649841382e-16
4198.5       2.50613956482e-16
4198.6       2.52578071582e-16
4198.7       2.54542186682e-16
4198.8       2.56506301782e-16
4198.9       2.58470416882e-16
4199.0       2.60434531982e-16
4199.1       2.60304019801e-16
4199.2       2.60173507601e-16
4199.3       2.60042995401e-16
4199.4       2.59912483201e-16
4199.5       2.59781971001e-16
4199.6       2.59651458801e-16
4199.7       2.59520946601e-16
4199.8       2.59390434401e-16
4199.9       2.59259922201e-16
4200.0       2.59129410001e-16
4200.1       2.57808569112e-16
4200.2       2.56487728212e-16
4200.3       2.55166887312e-16
4200.4       2.53846046412e-16
4200.5       2.52525205512e-16
4200.6       2.51204364612e-16
4200.7       2.49883523712e-16
4200.8       2.48562682812e-16
4200.9       2.47241841912e-16
4201.0       2.45921001012e-16
4201.1       2.46482038095e-16
4201.2       2.47043075195e-16
4201.3       2.47604112295e-16
4201.4       2.48165149395e-16
4201.5       2.48726186495e-16
4201.6       2.49287223595e-16
4201.7       2.49848260695e-16
4201.8       2.50409297795e-16
4201.9       2.50970334895e-16
4202.0       2.51531371995e-16
4202.1       2.52181188494e-16
4202.2       2.52831004994e-16
4202.3       2.53480821494e-16
4202.4       2.54130637994e-16
4202.5       2.54780454494e-16
4202.6       2.55430270994e-16
4202.7       2.56080087494e-16
4202.8       2.56729903994e-16
4202.9       2.57379720494e-16
4203.0       2.58029536994e-16
4203.1       2.58625325995e-16
4203.2       2.59221114995e-16
4203.3       2.59816903995e-16
4203.4       2.60412692995e-16
4203.5       2.61008481995e-16
4203.6       2.61604270995e-16
4203.7       2.62200059995e-16
4203.8       2.62795848995e-16
4203.9       2.63391637995e-16
4204.0       2.63987426995e-16
4204.1       2.6293594001e-16
4204.2       2.6188445301e-16
4204.3       2.6083296601e-16
4204.4       2.5978147901e-16
4204.5       2.5872999201e-16
4204.6       2.5767850501e-16
4204.7       2.5662701801e-16
4204.8       2.5557553101e-16
4204.9       2.5452404401e-16
4205.0       2.5347255701e-16
4205.1       2.5459210579e-16
4205.2       2.5571165459e-16
4205.3       2.5683120339e-16
4205.4       2.5795075219e-16
4205.5       2.5907030099e-16
4205.6       2.6018984979e-16
4205.7       2.6130939859e-16
4205.8       2.6242894739e-16
4205.9       2.6354849619e-16
4206.0       2.6466804499e-16
4206.1       2.66046779587e-16
4206.2       2.67425514187e-16
4206.3       2.68804248787e-16
4206.4       2.70182983387e-16
4206.5       2.71561717987e-16
4206.6       2.72940452587e-16
4206.7       2.74319187187e-16
4206.8       2.75697921787e-16
4206.9       2.77076656387e-16
4207.0       2.78455390987e-16
4207.1       2.7628694352e-16
4207.2       2.7411849602e-16
4207.3       2.7195004852e-16
4207.4       2.6978160102e-16
4207.5       2.6761315352e-16
4207.6       2.6544470602e-16
4207.7       2.6327625852e-16
4207.8       2.6110781102e-16
4207.9       2.5893936352e-16
4208.0       2.5677091602e-16
4208.1       2.56454122603e-16
4208.2       2.56137329203e-16
4208.3       2.55820535803e-16
4208.4       2.55503742403e-16
4208.5       2.55186949003e-16
4208.6       2.54870155603e-16
4208.7       2.54553362203e-16
4208.8       2.54236568803e-16
4208.9       2.53919775403e-16
4209.0       2.53602982003e-16
4209.1       2.55055013987e-16
4209.2       2.56507045987e-16
4209.3       2.57959077987e-16
4209.4       2.59411109987e-16
4209.5       2.60863141987e-16
4209.6       2.62315173987e-16
4209.7       2.63767205987e-16
4209.8       2.65219237987e-16
4209.9       2.66671269987e-16
4210.0       2.68123301987e-16
4210.1       2.69440997688e-16
4210.2       2.70758693388e-16
4210.3       2.72076389088e-16
4210.4       2.73394084788e-16
4210.5       2.74711780488e-16
4210.6       2.76029476188e-16
4210.7       2.77347171888e-16
4210.8       2.78664867588e-16
4210.9       2.79982563288e-16
4211.0       2.81300258988e-16
4211.1       2.80564951307e-16
4211.2       2.79829643607e-16
4211.3       2.79094335907e-16
4211.4       2.78359028207e-16
4211.5       2.77623720507e-16
4211.6       2.76888412807e-16
4211.7       2.76153105107e-16
4211.8       2.75417797407e-16
4211.9       2.74682489707e-16
4212.0       2.73947182007e-16
4212.1       2.73015919009e-16
4212.2       2.72084656009e-16
4212.3       2.71153393009e-16
4212.4       2.70222130009e-16
4212.5       2.69290867009e-16
4212.6       2.68359604009e-16
4212.7       2.67428341009e-16
4212.8       2.66497078009e-16
4212.9       2.65565815009e-16
4213.0       2.64634552009e-16
4213.1       2.65435708993e-16
4213.2       2.66236865993e-16
4213.3       2.67038022993e-16
4213.4       2.67839179993e-16
4213.5       2.68640336993e-16
4213.6       2.69441493993e-16
4213.7       2.70242650993e-16
4213.8       2.71043807993e-16
4213.9       2.71844964993e-16
4214.0       2.72646121993e-16
4214.1       2.69701808927e-16
4214.2       2.66757495827e-16
4214.3       2.63813182727e-16
4214.4       2.60868869627e-16
4214.5       2.57924556527e-16
4214.6       2.54980243427e-16
4214.7       2.52035930327e-16
4214.8       2.49091617227e-16
4214.9       2.46147304127e-16
4215.0       2.43202991027e-16
4215.1       2.41591161315e-16
4215.2       2.39979331615e-16
4215.3       2.38367501915e-16
4215.4       2.36755672215e-16
4215.5       2.35143842515e-16
4215.6       2.33532012815e-16
4215.7       2.31920183115e-16
4215.8       2.30308353415e-16
4215.9       2.28696523715e-16
4216.0       2.27084694015e-16
4216.1       2.29126256981e-16
4216.2       2.31167819981e-16
4216.3       2.33209382981e-16
4216.4       2.35250945981e-16
4216.5       2.37292508981e-16
4216.6       2.39334071981e-16
4216.7       2.41375634981e-16
4216.8       2.43417197981e-16
4216.9       2.45458760981e-16
4217.0       2.47500323981e-16
4217.1       2.47152557103e-16
4217.2       2.46804790203e-16
4217.3       2.46457023303e-16
4217.4       2.46109256403e-16
4217.5       2.45761489503e-16
4217.6       2.45413722603e-16
4217.7       2.45065955703e-16
4217.8       2.44718188803e-16
4217.9       2.44370421903e-16
4218.0       2.44022655003e-16
4218.1       2.49130786453e-16
4218.2       2.54238917953e-16
4218.3       2.59347049453e-16
4218.4       2.64455180953e-16
4218.5       2.69563312453e-16
4218.6       2.74671443953e-16
4218.7       2.79779575453e-16
4218.8       2.84887706953e-16
4218.9       2.89995838453e-16
4219.0       2.95103969953e-16
4219.1       2.92518358624e-16
4219.2       2.89932747224e-16
4219.3       2.87347135824e-16
4219.4       2.84761524424e-16
4219.5       2.82175913024e-16
4219.6       2.79590301624e-16
4219.7       2.77004690224e-16
4219.8       2.74419078824e-16
4219.9       2.71833467424e-16
4220.0       2.69247856024e-16
4220.1       2.69319671499e-16
4220.2       2.69391486999e-16
4220.3       2.69463302499e-16
4220.4       2.69535117999e-16
4220.5       2.69606933499e-16
4220.6       2.69678748999e-16
4220.7       2.69750564499e-16
4220.8       2.69822379999e-16
4220.9       2.69894195499e-16
4221.0       2.69966010999e-16
4221.1       2.70309118197e-16
4221.2       2.70652225397e-16
4221.3       2.70995332597e-16
4221.4       2.71338439797e-16
4221.5       2.71681546997e-16
4221.6       2.72024654197e-16
4221.7       2.72367761397e-16
4221.8       2.72710868597e-16
4221.9       2.73053975797e-16
4222.0       2.73397082997e-16
4222.1       2.71069995622e-16
4222.2       2.68742908222e-16
4222.3       2.66415820822e-16
4222.4       2.64088733422e-16
4222.5       2.61761646022e-16
4222.6       2.59434558622e-16
4222.7       2.57107471222e-16
4222.8       2.54780383822e-16
4222.9       2.52453296422e-16
4223.0       2.50126209022e-16
4223.1       2.53479917269e-16
4223.2       2.56833625569e-16
4223.3       2.60187333869e-16
4223.4       2.63541042169e-16
4223.5       2.66894750469e-16
4223.6       2.70248458769e-16
4223.7       2.73602167069e-16
4223.8       2.76955875369e-16
4223.9       2.80309583669e-16
4224.0       2.83663291969e-16
4224.1       2.80363109731e-16
4224.2       2.77062927431e-16
4224.3       2.73762745131e-16
4224.4       2.70462562831e-16
4224.5       2.67162380531e-16
4224.6       2.63862198231e-16
4224.7       2.60562015931e-16
4224.8       2.57261833631e-16
4224.9       2.53961651331e-16
4225.0       2.50661469031e-16
4225.1       2.48914047716e-16
4225.2       2.47166626416e-16
4225.3       2.45419205116e-16
4225.4       2.43671783816e-16
4225.5       2.41924362516e-16
4225.6       2.40176941216e-16
4225.7       2.38429519916e-16
4225.8       2.36682098616e-16
4225.9       2.34934677316e-16
4226.0       2.33187256016e-16
4226.1       2.32541322806e-16
4226.2       2.31895389606e-16
4226.3       2.31249456406e-16
4226.4       2.30603523206e-16
4226.5       2.29957590006e-16
4226.6       2.29311656806e-16
4226.7       2.28665723606e-16
4226.8       2.28019790406e-16
4226.9       2.27373857206e-16
4227.0       2.26727924006e-16
4227.1       2.29687818172e-16
4227.2       2.32647712372e-16
4227.3       2.35607606572e-16
4227.4       2.38567500772e-16
4227.5       2.41527394972e-16
4227.6       2.44487289172e-16
4227.7       2.47447183372e-16
4227.8       2.50407077572e-16
4227.9       2.53366971772e-16
4228.0       2.56326865972e-16
4228.1       2.53846141723e-16
4228.2       2.51365417423e-16
4228.3       2.48884693123e-16
4228.4       2.46403968823e-16
4228.5       2.43923244523e-16
4228.6       2.41442520223e-16
4228.7       2.38961795923e-16
4228.8       2.36481071623e-16
4228.9       2.34000347323e-16
4229.0       2.31519623023e-16
4229.1       2.33418144382e-16
4229.2       2.35316665782e-16
4229.3       2.37215187182e-16
4229.4       2.39113708582e-16
4229.5       2.41012229982e-16
4229.6       2.42910751382e-16
4229.7       2.44809272782e-16
4229.8       2.46707794182e-16
4229.9       2.48606315582e-16
4230.0       2.50504836982e-16
4230.1       2.52518148381e-16
4230.2       2.54531459781e-16
4230.3       2.56544771181e-16
4230.4       2.58558082581e-16
4230.5       2.60571393981e-16
4230.6       2.62584705381e-16
4230.7       2.64598016781e-16
4230.8       2.66611328181e-16
4230.9       2.68624639581e-16
4231.0       2.70637950981e-16
4231.1       2.69474462611e-16
4231.2       2.68310974211e-16
4231.3       2.67147485811e-16
4231.4       2.65983997411e-16
4231.5       2.64820509011e-16
4231.6       2.63657020611e-16
4231.7       2.62493532211e-16
4231.8       2.61330043811e-16
4231.9       2.60166555411e-16
4232.0       2.59003067011e-16
4232.1       2.59567031795e-16
4232.2       2.60130996595e-16
4232.3       2.60694961395e-16
4232.4       2.61258926195e-16
4232.5       2.61822890995e-16
4232.6       2.62386855795e-16
4232.7       2.62950820595e-16
4232.8       2.63514785395e-16
4232.9       2.64078750195e-16
4233.0       2.64642714995e-16
4233.1       2.65959659188e-16
4233.2       2.67276603388e-16
4233.3       2.68593547588e-16
4233.4       2.69910491788e-16
4233.5       2.71227435988e-16
4233.6       2.72544380188e-16
4233.7       2.73861324388e-16
4233.8       2.75178268588e-16
4233.9       2.76495212788e-16
4234.0       2.77812156988e-16
4234.1       2.78066377898e-16
4234.2       2.78320598798e-16
4234.3       2.78574819698e-16
4234.4       2.78829040598e-16
4234.5       2.79083261498e-16
4234.6       2.79337482398e-16
4234.7       2.79591703298e-16
4234.8       2.79845924198e-16
4234.9       2.80100145098e-16
4235.0       2.80354365998e-16
4235.1       2.79767696106e-16
4235.2       2.79181026206e-16
4235.3       2.78594356306e-16
4235.4       2.78007686406e-16
4235.5       2.77421016506e-16
4235.6       2.76834346606e-16
4235.7       2.76247676706e-16
4235.8       2.75661006806e-16
4235.9       2.75074336906e-16
4236.0       2.74487667006e-16
4236.1       2.74790756197e-16
4236.2       2.75093845397e-16
4236.3       2.75396934597e-16
4236.4       2.75700023797e-16
4236.5       2.76003112997e-16
4236.6       2.76306202197e-16
4236.7       2.76609291397e-16
4236.8       2.76912380597e-16
4236.9       2.77215469797e-16
4237.0       2.77518558997e-16
4237.1       2.77865106997e-16
4237.2       2.78211654997e-16
4237.3       2.78558202997e-16
4237.4       2.78904750997e-16
4237.5       2.79251298997e-16
4237.6       2.79597846997e-16
4237.7       2.79944394997e-16
4237.8       2.80290942997e-16
4237.9       2.80637490997e-16
4238.0       2.80984038997e-16
4238.1       2.80461633405e-16
4238.2       2.79939227805e-16
4238.3       2.79416822205e-16
4238.4       2.78894416605e-16
4238.5       2.78372011005e-16
4238.6       2.77849605405e-16
4238.7       2.77327199805e-16
4238.8       2.76804794205e-16
4238.9       2.76282388605e-16
4239.0       2.75759983005e-16
4239.1       2.75335540704e-16
4239.2       2.74911098404e-16
4239.3       2.74486656104e-16
4239.4       2.74062213804e-16
4239.5       2.73637771504e-16
4239.6       2.73213329204e-16
4239.7       2.72788886904e-16
4239.8       2.72364444604e-16
4239.9       2.71940002304e-16
4240.0       2.71515560004e-16
4240.1       2.72296918693e-16
4240.2       2.73078277393e-16
4240.3       2.73859636093e-16
4240.4       2.74640994793e-16
4240.5       2.75422353493e-16
4240.6       2.76203712193e-16
4240.7       2.76985070893e-16
4240.8       2.77766429593e-16
4240.9       2.78547788293e-16
4241.0       2.79329146993e-16
4241.1       2.82070386574e-16
4241.2       2.84811626174e-16
4241.3       2.87552865774e-16
4241.4       2.90294105374e-16
4241.5       2.93035344974e-16
4241.6       2.95776584574e-16
4241.7       2.98517824174e-16
4241.8       3.01259063774e-16
4241.9       3.04000303374e-16
4242.0       3.06741542974e-16
4242.1       3.06183405105e-16
4242.2       3.05625267205e-16
4242.3       3.05067129305e-16
4242.4       3.04508991405e-16
4242.5       3.03950853505e-16
4242.6       3.03392715605e-16
4242.7       3.02834577705e-16
4242.8       3.02276439805e-16
4242.9       3.01718301905e-16
4243.0       3.01160164005e-16
4243.1       2.99917003712e-16
4243.2       2.98673843412e-16
4243.3       2.97430683112e-16
4243.4       2.96187522812e-16
4243.5       2.94944362512e-16
4243.6       2.93701202212e-16
4243.7       2.92458041912e-16
4243.8       2.91214881612e-16
4243.9       2.89971721312e-16
4244.0       2.88728561012e-16
4244.1       2.88365720403e-16
4244.2       2.88002879803e-16
4244.3       2.87640039203e-16
4244.4       2.87277198603e-16
4244.5       2.86914358003e-16
4244.6       2.86551517403e-16
4244.7       2.86188676803e-16
4244.8       2.85825836203e-16
4244.9       2.85462995603e-16
4245.0       2.85100155003e-16
4245.1       2.84503158706e-16
4245.2       2.83906162406e-16
4245.3       2.83309166106e-16
4245.4       2.82712169806e-16
4245.5       2.82115173506e-16
4245.6       2.81518177206e-16
4245.7       2.80921180906e-16
4245.8       2.80324184606e-16
4245.9       2.79727188306e-16
4246.0       2.79130192006e-16
4246.1       2.77737158013e-16
4246.2       2.76344124013e-16
4246.3       2.74951090013e-16
4246.4       2.73558056013e-16
4246.5       2.72165022013e-16
4246.6       2.70771988013e-16
4246.7       2.69378954013e-16
4246.8       2.67985920013e-16
4246.9       2.66592886013e-16
4247.0       2.65199852013e-16
4247.1       2.65755996695e-16
4247.2       2.66312141395e-16
4247.3       2.66868286095e-16
4247.4       2.67424430795e-16
4247.5       2.67980575495e-16
4247.6       2.68536720195e-16
4247.7       2.69092864895e-16
4247.8       2.69649009595e-16
4247.9       2.70205154295e-16
4248.0       2.70761298995e-16
4248.1       2.73733068272e-16
4248.2       2.76704837572e-16
4248.3       2.79676606872e-16
4248.4       2.82648376172e-16
4248.5       2.85620145472e-16
4248.6       2.88591914772e-16
4248.7       2.91563684072e-16
4248.8       2.94535453372e-16
4248.9       2.97507222672e-16
4249.0       3.00478991972e-16
4249.1       2.98655650717e-16
4249.2       2.96832309417e-16
4249.3       2.95008968117e-16
4249.4       2.93185626817e-16
4249.5       2.91362285517e-16
4249.6       2.89538944217e-16
4249.7       2.87715602917e-16
4249.8       2.85892261617e-16
4249.9       2.84068920317e-16
4250.0       2.82245579017e-16
4250.1       2.822008116e-16
4250.2       2.821560442e-16
4250.3       2.821112768e-16
4250.4       2.820665094e-16
4250.5       2.82021742e-16
4250.6       2.819769746e-16
4250.7       2.819322072e-16
4250.8       2.818874398e-16
4250.9       2.818426724e-16
4251.0       2.81797905e-16
4251.1       2.80886720709e-16
4251.2       2.79975536409e-16
4251.3       2.79064352109e-16
4251.4       2.78153167809e-16
4251.5       2.77241983509e-16
4251.6       2.76330799209e-16
4251.7       2.75419614909e-16
4251.8       2.74508430609e-16
4251.9       2.73597246309e-16
4252.0       2.72686062009e-16
4252.1       2.72167944105e-16
4252.2       2.71649826205e-16
4252.3       2.71131708305e-16
4252.4       2.70613590405e-16
4252.5       2.70095472505e-16
4252.6       2.69577354605e-16
4252.7       2.69059236705e-16
4252.8       2.68541118805e-16
4252.9       2.68023000905e-16
4253.0       2.67504883005e-16
4253.1       2.66772604207e-16
4253.2       2.66040325407e-16
4253.3       2.65308046607e-16
4253.4       2.64575767807e-16
4253.5       2.63843489007e-16
4253.6       2.63111210207e-16
4253.7       2.62378931407e-16
4253.8       2.61646652607e-16
4253.9       2.60914373807e-16
4254.0       2.60182095007e-16
4254.1       2.62692882876e-16
4254.2       2.65203670776e-16
4254.3       2.67714458676e-16
4254.4       2.70225246576e-16
4254.5       2.72736034476e-16
4254.6       2.75246822376e-16
4254.7       2.77757610276e-16
4254.8       2.80268398176e-16
4254.9       2.82779186076e-16
4255.0       2.85289973976e-16
4255.1       2.85929706394e-16
4255.2       2.86569438794e-16
4255.3       2.87209171194e-16
4255.4       2.87848903594e-16
4255.5       2.88488635994e-16
4255.6       2.89128368394e-16
4255.7       2.89768100794e-16
4255.8       2.90407833194e-16
4255.9       2.91047565594e-16
4256.0       2.91687297994e-16
4256.1       2.91820646399e-16
4256.2       2.91953994799e-16
4256.3       2.92087343199e-16
4256.4       2.92220691599e-16
4256.5       2.92354039999e-16
4256.6       2.92487388399e-16
4256.7       2.92620736799e-16
4256.8       2.92754085199e-16
4256.9       2.92887433599e-16
4257.0       2.93020781999e-16
4257.1       2.90065028728e-16
4257.2       2.87109275428e-16
4257.3       2.84153522128e-16
4257.4       2.81197768828e-16
4257.5       2.78242015528e-16
4257.6       2.75286262228e-16
4257.7       2.72330508928e-16
4257.8       2.69374755628e-16
4257.9       2.66419002328e-16
4258.0       2.63463249028e-16
4258.1       2.63529262399e-16
4258.2       2.63595275799e-16
4258.3       2.63661289199e-16
4258.4       2.63727302599e-16
4258.5       2.63793315999e-16
4258.6       2.63859329399e-16
4258.7       2.63925342799e-16
4258.8       2.63991356199e-16
4258.9       2.64057369599e-16
4259.0       2.64123382999e-16
4259.1       2.66453893978e-16
4259.2       2.68784404978e-16
4259.3       2.71114915978e-16
4259.4       2.73445426978e-16
4259.5       2.75775937978e-16
4259.6       2.78106448978e-16
4259.7       2.80436959978e-16
4259.8       2.82767470978e-16
4259.9       2.85097981978e-16
4260.0       2.87428492978e-16
4260.1       2.88307723492e-16
4260.2       2.89186953992e-16
4260.3       2.90066184492e-16
4260.4       2.90945414992e-16
4260.5       2.91824645492e-16
4260.6       2.92703875992e-16
4260.7       2.93583106492e-16
4260.8       2.94462336992e-16
4260.9       2.95341567492e-16
4261.0       2.96220797992e-16
4261.1       2.95782420704e-16
4261.2       2.95344043404e-16
4261.3       2.94905666104e-16
4261.4       2.94467288804e-16
4261.5       2.94028911504e-16
4261.6       2.93590534204e-16
4261.7       2.93152156904e-16
4261.8       2.92713779604e-16
4261.9       2.92275402304e-16
4262.0       2.91837025004e-16
4262.1       2.90905136409e-16
4262.2       2.89973247809e-16
4262.3       2.89041359209e-16
4262.4       2.88109470609e-16
4262.5       2.87177582009e-16
4262.6       2.86245693409e-16
4262.7       2.85313804809e-16
4262.8       2.84381916209e-16
4262.9       2.83450027609e-16
4263.0       2.82518139009e-16
4263.1       2.81612461209e-16
4263.2       2.80706783409e-16
4263.3       2.79801105609e-16
4263.4       2.78895427809e-16
4263.5       2.77989750009e-16
4263.6       2.77084072209e-16
4263.7       2.76178394409e-16
4263.8       2.75272716609e-16
4263.9       2.74367038809e-16
4264.0       2.73461361009e-16
4264.1       2.73132970903e-16
4264.2       2.72804580803e-16
4264.3       2.72476190703e-16
4264.4       2.72147800603e-16
4264.5       2.71819410503e-16
4264.6       2.71491020403e-16
4264.7       2.71162630303e-16
4264.8       2.70834240203e-16
4264.9       2.70505850103e-16
4265.0       2.70177460003e-16
4265.1       2.70643984095e-16
4265.2       2.71110508195e-16
4265.3       2.71577032295e-16
4265.4       2.72043556395e-16
4265.5       2.72510080495e-16
4265.6       2.72976604595e-16
4265.7       2.73443128695e-16
4265.8       2.73909652795e-16
4265.9       2.74376176895e-16
4266.0       2.74842700995e-16
4266.1       2.76528594984e-16
4266.2       2.78214488984e-16
4266.3       2.79900382984e-16
4266.4       2.81586276984e-16
4266.5       2.83272170984e-16
4266.6       2.84958064984e-16
4266.7       2.86643958984e-16
4266.8       2.88329852984e-16
4266.9       2.90015746984e-16
4267.0       2.91701640984e-16
4267.1       2.91782977999e-16
4267.2       2.91864314999e-16
4267.3       2.91945651999e-16
4267.4       2.92026988999e-16
4267.5       2.92108325999e-16
4267.6       2.92189662999e-16
4267.7       2.92270999999e-16
4267.8       2.92352336999e-16
4267.9       2.92433673999e-16
4268.0       2.92515010999e-16
4268.1       2.91334305011e-16
4268.2       2.90153599011e-16
4268.3       2.88972893011e-16
4268.4       2.87792187011e-16
4268.5       2.86611481011e-16
4268.6       2.85430775011e-16
4268.7       2.84250069011e-16
4268.8       2.83069363011e-16
4268.9       2.81888657011e-16
4269.0       2.80707951011e-16
4269.1       2.80935512898e-16
4269.2       2.81163074798e-16
4269.3       2.81390636698e-16
4269.4       2.81618198598e-16
4269.5       2.81845760498e-16
4269.6       2.82073322398e-16
4269.7       2.82300884298e-16
4269.8       2.82528446198e-16
4269.9       2.82756008098e-16
4270.0       2.82983569998e-16
4270.1       2.79145770937e-16
4270.2       2.75307971837e-16
4270.3       2.71470172737e-16
4270.4       2.67632373637e-16
4270.5       2.63794574537e-16
4270.6       2.59956775437e-16
4270.7       2.56118976337e-16
4270.8       2.52281177237e-16
4270.9       2.48443378137e-16
4271.0       2.44605579037e-16
4271.1       2.45100860295e-16
4271.2       2.45596141595e-16
4271.3       2.46091422895e-16
4271.4       2.46586704195e-16
4271.5       2.47081985495e-16
4271.6       2.47577266795e-16
4271.7       2.48072548095e-16
4271.8       2.48567829395e-16
4271.9       2.49063110695e-16
4272.0       2.49558391995e-16
4272.1       2.49480299401e-16
4272.2       2.49402206801e-16
4272.3       2.49324114201e-16
4272.4       2.49246021601e-16
4272.5       2.49167929001e-16
4272.6       2.49089836401e-16
