galaxy_id,J0378,error_J0378,J0395,error_J0395,J0410,error_J0410,J0430,error_J0430,J0515,error_J0515,J0660,error_J0660,J0861,error_J0861,uJAVA,error_uJAVA,gSDSS,error_gSDSS,rSDSS,error_rSDSS,iSDSS,error_iSDSS,zSDSS,error_zSDSS,redshift
1000,3.3924E-18,1.8435E-19,3.8593E-18,2.6304E-19,4.4845E-18,2.1478E-19,4.89E-18,2.1168E-19,1.158E-17,3.3064E-19,1.7935E-17,4.9557E-19,2.0745E-17,2.866E-19,2.4621E-18,9.0708E-20,8.632E-18,1.0335E-19,1.7527E-17,1.6143E-19,2.0479E-17,1.6976E-19,2.1444E-17,1.5801E-19,0.021
1001,2.4981E-17,6.9026E-20,2.6892E-17,9.9072E-20,2.8577E-17,5.2641E-20,2.9378E-17,8.1173E-20,5.7865E-17,1.0659E-19,6.0425E-17,1.1131E-19,5.2193E-17,4.8072E-20,2.1678E-17,3.9932E-20,4.5417E-17,4.183E-20,6.0928E-17,5.6117E-20,5.5926E-17,5.151E-20,5.1288E-17,4.7238E-20,0.021
1002,2.7587E-18,2.2614E-19,2.9752E-18,3.2609E-19,4.2767E-18,2.7573E-19,4.3482E-18,2.9235E-19,1.4332E-17,5.0161E-19,3.4891E-17,9.3193E-19,4.974E-17,6.4138E-19,1.5428E-18,1.0657E-19,1.0044E-17,1.3876E-19,3.0529E-17,2.5306E-19,4.3763E-17,2.8215E-19,5.3495E-17,3.4489E-19,0.021
1003,1.1284E-18,1.6629E-20,1.5124E-18,2.2288E-20,1.9341E-18,1.7813E-20,2.1581E-18,1.9877E-20,6.0155E-18,3.3243E-20,1.5166E-17,5.5873E-20,2.1982E-17,4.0493E-20,6.5113E-19,7.1966E-21,4.4144E-18,8.1316E-21,1.3442E-17,1.2381E-20,1.9146E-17,1.7634E-20,2.3576E-17,2.1714E-20,0.021
1004,5.0927E-18,2.2045E-19,6.1058E-18,2.8681E-19,6.9847E-18,2.0586E-19,7.6726E-18,2.2614E-19,2.1035E-17,3.6811E-19,3.72E-17,5.482E-19,4.6703E-17,3.8714E-19,3.6387E-18,1.8766E-19,1.4947E-17,1.239E-19,3.3958E-17,1.8766E-19,4.3067E-17,1.9833E-19,4.8769E-17,1.7967E-19,0.021
1005,2.1815E-17,1.085E-18,2.4886E-17,1.4899E-18,2.8758E-17,1.0595E-18,3.0003E-17,1.1882E-18,6.3265E-17,1.5733E-18,8.6609E-17,2.2336E-18,7.8698E-17,1.3047E-18,1.5373E-17,5.5221E-19,4.9472E-17,5.4679E-19,8.3707E-17,6.1678E-19,8.5578E-17,7.0938E-19,8.1052E-17,6.7186E-19,0.021
1006,1.3369E-18,2.4626E-20,1.6147E-18,3.4206E-20,1.8369E-18,2.5378E-20,1.9431E-18,2.8635E-20,5.1062E-18,4.703E-20,8.3579E-18,6.1583E-20,9.4297E-18,4.3425E-20,9.9746E-19,1.378E-20,3.7402E-18,1.3779E-20,7.7785E-18,2.1493E-20,9.097E-18,2.5136E-20,9.7476E-18,1.7956E-20,0.021
1007,1.0233E-17,8.4821E-20,1.1792E-17,1.0861E-19,1.3097E-17,8.4442E-20,1.4086E-17,9.0815E-20,3.3265E-17,1.2255E-19,5.1049E-17,1.8807E-19,5.7225E-17,1.0541E-19,7.8774E-18,4.3532E-20,2.4865E-17,4.5803E-20,4.8127E-17,4.4326E-20,5.475E-17,5.0427E-20,5.872E-17,5.4083E-20,0.021
1008,5.0985E-17,3.7567E-19,5.6787E-17,4.1842E-19,6.2323E-17,2.8701E-19,6.4187E-17,2.9559E-19,1.3585E-16,5.0047E-19,1.554E-16,5.7251E-19,1.3535E-16,3.7397E-19,4.0949E-17,1.8858E-19,1.0497E-16,1.9335E-19,1.5525E-16,1.4299E-19,1.465E-16,1.3493E-19,1.3472E-16,1.2409E-19,0.021
1009,3.1867E-18,1.761E-20,3.7579E-18,2.0767E-20,4.3385E-18,1.5984E-20,4.6832E-18,1.294E-20,1.184E-17,2.181E-20,2.0107E-17,3.7038E-20,2.2979E-17,2.1165E-20,2.3128E-18,6.3905E-21,8.7769E-18,8.0838E-21,1.8765E-17,1.7283E-20,2.2128E-17,2.0381E-20,2.393E-17,6.3905E-21,0.021
1010,1.3319E-17,8.71E-19,1.6251E-17,1.1825E-18,2.0725E-17,8.9714E-19,2.3404E-17,1.0131E-18,4.6869E-17,1.3814E-18,8.7596E-17,2.4204E-18,1.0551E-16,1.4576E-18,9.8557E-18,4.0848E-19,3.7817E-17,4.8763E-19,8.2506E-17,7.3156E-19,9.9285E-17,7.3156E-19,1.0777E-16,6.948E-19,0.021
1011,6.6972E-18,2.8375E-19,7.0647E-18,3.839E-19,7.7036E-18,2.6253E-19,7.8758E-18,2.6114E-19,1.731E-17,4.1452E-19,1.9856E-17,5.1207E-19,1.8412E-17,3.0524E-19,5.3542E-18,1.5287E-19,1.3143E-17,1.3316E-19,2.045E-17,1.6952E-19,2.0095E-17,1.6658E-19,1.8685E-17,1.5489E-19,0.021
1012,2.7016E-17,2.2394E-19,3.3917E-17,3.4363E-19,4.0366E-17,2.6025E-19,4.4098E-17,2.4369E-19,9.0786E-17,4.1808E-19,1.4805E-16,5.4545E-19,1.5053E-16,2.7728E-19,1.7427E-17,1.1235E-19,7.1782E-17,1.3223E-19,1.4126E-16,1.301E-19,1.5164E-16,1.3967E-19,1.5206E-16,1.4005E-19,0.021
1013,5.161E-17,3.8028E-19,5.9915E-17,4.9666E-19,6.5878E-17,3.6405E-19,6.8161E-17,3.7667E-19,1.4479E-16,5.3343E-19,1.8431E-16,6.7901E-19,1.7074E-16,4.7177E-19,4.0284E-17,1.8552E-19,1.1219E-16,2.0665E-19,1.8194E-16,1.6758E-19,1.7994E-16,1.6573E-19,1.7121E-16,1.5769E-19,0.021
1014,1.1644E-18,3.6465E-20,1.6343E-18,5.1177E-20,2.1366E-18,4.3293E-20,2.5288E-18,4.6583E-20,7.1207E-18,7.2142E-20,1.9486E-17,1.4358E-19,2.9575E-17,1.0896E-19,6.2535E-19,1.6127E-20,5.1775E-18,2.3843E-20,1.7034E-17,4.7067E-20,2.5033E-17,4.6113E-20,3.1778E-17,5.8536E-20,0.021
1015,7.6901E-18,3.6831E-19,9.8432E-18,5.3489E-19,1.0412E-17,4.0277E-19,1.0843E-17,3.9946E-19,2.3612E-17,5.8718E-19,3.2414E-17,8.9563E-19,3.1386E-17,4.9143E-19,6.1367E-18,1.9782E-19,1.8295E-17,2.1906E-19,3.1531E-17,2.6137E-19,3.2564E-17,2.3994E-19,3.1822E-17,2.6379E-19,0.021
1016,1.3812E-20,9.0323E-22,1.6899E-20,1.1362E-21,2.0829E-20,8.6328E-22,2.1216E-20,9.5749E-22,4.9919E-20,1.3793E-21,8.8037E-20,2.4325E-21,1.0841E-19,1.3979E-21,9.1847E-21,4.2297E-22,3.8253E-20,4.9325E-22,8.2388E-20,6.8294E-22,1.0173E-19,7.496E-22,1.1012E-19,7.0997E-22,0.021
1017,5.4532E-18,4.5203E-20,6.3249E-18,6.408E-20,7.3629E-18,4.7471E-20,7.6604E-18,4.9388E-20,1.9492E-17,7.181E-20,3.1064E-17,1.1444E-19,3.3998E-17,6.2626E-20,3.9396E-18,2.5399E-20,1.437E-17,2.647E-20,2.9151E-17,2.6849E-20,3.3316E-17,3.0685E-20,3.5241E-17,3.2458E-20,0.021
1018,3.4799E-17,9.2947E-19,3.9334E-17,1.1955E-18,4.1992E-17,8.8954E-19,4.2576E-17,8.627E-19,9.5667E-17,1.4098E-18,1.1178E-16,1.8532E-18,9.8802E-17,1.001E-18,2.6398E-17,4.3763E-19,7.2438E-17,4.6702E-19,1.1261E-16,5.1857E-19,1.0784E-16,4.966E-19,1.0018E-16,4.6133E-19,0.021
1019,1.949E-18,1.5617E-19,2.52E-18,2.3443E-19,3.3098E-18,2.012E-19,3.3251E-18,2.0213E-19,9.2004E-18,2.0213E-19,2.2962E-17,6.5561E-19,3.4309E-17,4.424E-19,1.094E-18,7.8592E-20,6.9216E-18,1.0838E-19,2.0521E-17,1.8901E-19,2.9772E-17,1.9195E-19,3.6493E-17,2.0167E-19,0.021
1020,5.1728E-19,2.3822E-20,6.4169E-19,3.2506E-20,7.6865E-19,2.2654E-20,8.4203E-19,2.6368E-20,2.281E-18,3.9917E-20,4.3544E-18,7.219E-20,5.6199E-18,4.6585E-20,3.8916E-19,1.147E-20,1.6283E-18,1.1998E-20,3.8844E-18,2.1466E-20,5.0041E-18,1.8436E-20,5.9173E-18,2.18E-20,0.021
1021,4.1962E-18,1.5459E-20,4.8135E-18,2.2167E-20,5.2925E-18,1.4624E-20,5.5675E-18,1.5383E-20,1.31E-17,2.413E-20,1.8813E-17,3.4655E-20,2.0345E-17,1.8738E-20,3.327E-18,9.1929E-21,9.8097E-18,9.0351E-21,1.79E-17,1.6487E-20,1.9791E-17,1.8228E-20,2.0877E-17,1.9228E-20,0.021
1022,5.1253E-18,4.7205E-20,6.506E-18,6.5915E-20,8.1155E-18,5.2323E-20,8.696E-18,5.6065E-20,1.906E-17,7.0219E-20,3.2909E-17,1.2124E-19,3.5852E-17,6.6042E-20,3.3925E-18,2.4997E-20,1.4714E-17,2.7103E-20,3.0968E-17,2.8523E-20,3.5036E-17,3.227E-20,3.6485E-17,3.3604E-20,0.021
1023,9.6968E-18,2.5007E-19,1.1414E-17,3.1537E-19,1.1864E-17,2.1854E-19,1.2355E-17,2.5034E-19,2.3935E-17,3.0863E-19,2.5576E-17,4.2401E-19,2.2482E-17,2.2777E-19,8.6184E-18,1.1907E-19,1.8855E-17,1.2156E-19,2.5979E-17,1.1964E-19,2.3869E-17,1.0992E-19,2.2255E-17,1.0249E-19,0.021
1024,1.9345E-17,7.1268E-20,2.3799E-17,1.096E-19,2.7859E-17,7.6977E-20,3.0716E-17,8.4871E-20,6.2196E-17,1.1457E-19,9.1995E-17,1.6946E-19,9.5096E-17,8.7587E-20,1.4248E-17,3.9369E-20,4.8636E-17,4.4796E-20,8.8178E-17,8.1215E-20,9.5271E-17,8.7748E-20,9.4746E-17,8.7265E-20,0.021
1025,6.6854E-18,6.7732E-20,8.1795E-18,9.0403E-20,9.522E-18,7.016E-20,1.0269E-17,7.5664E-20,2.6057E-17,1.2E-19,4.6166E-17,1.7008E-19,5.3251E-17,9.8092E-20,4.5954E-18,3.386E-20,1.9441E-17,3.5812E-20,4.3045E-17,3.9646E-20,5.123E-17,4.7185E-20,5.5453E-17,5.1074E-20,0.021
1026,5.7491E-18,5.2951E-20,6.7359E-18,6.8244E-20,7.827E-18,5.7672E-20,8.4566E-18,5.4522E-20,2.0739E-17,9.5509E-20,3.3512E-17,1.2346E-19,3.7394E-17,1.2346E-19,4.2305E-18,2.7275E-20,1.5488E-17,2.853E-20,3.1448E-17,2.8965E-20,3.6174E-17,3.3317E-20,3.8797E-17,3.5733E-20,0.021
1027,5.3543E-17,1.9726E-19,5.98E-17,2.2031E-19,6.6054E-17,1.8251E-19,6.9358E-17,1.9164E-19,1.4292E-16,2.6327E-19,1.6776E-16,3.0903E-19,1.498E-16,1.3797E-19,4.2845E-17,7.8923E-20,1.1094E-16,1.0218E-19,1.6699E-16,1.5381E-19,1.5962E-16,1.4702E-19,1.4856E-16,1.3683E-19,0.021
1028,3.4057E-17,5.0189E-19,3.8673E-17,5.6991E-19,4.2132E-17,4.6566E-19,4.3753E-17,4.8358E-19,9.5457E-17,7.0336E-19,1.2173E-16,1.0091E-18,1.1918E-16,4.3908E-19,2.8146E-17,2.3331E-19,7.288E-17,2.0138E-19,1.1809E-16,2.1753E-19,1.2084E-16,3.3389E-19,1.1929E-16,3.2962E-19,0.021
1029,1.3025E-18,5.5184E-20,1.3601E-18,7.7669E-20,1.8146E-18,6.1838E-20,2.0815E-18,5.9432E-20,5.3998E-18,1.1439E-19,1.1148E-17,1.8481E-19,1.3816E-17,1.1452E-19,7.9283E-19,2.5558E-20,4.0214E-18,3.3335E-20,1.0223E-17,5.6495E-20,1.2811E-17,5.8997E-20,1.444E-17,5.3201E-20,0.021
1030,2.8806E-17,1.2204E-18,3.3657E-17,1.705E-18,3.6365E-17,1.2392E-18,4.1446E-17,1.4124E-18,7.861E-17,1.8101E-18,1.0071E-16,2.5045E-18,8.8936E-17,1.3925E-18,2.3136E-17,6.1795E-19,6.2788E-17,6.3613E-19,9.6267E-17,7.9799E-19,9.3042E-17,6.8556E-19,8.6433E-17,6.3686E-19,0.021
1031,2.6526E-18,4.8862E-20,3.1482E-18,6.9591E-20,3.891E-18,5.0173E-20,4.2625E-18,5.8889E-20,9.9372E-18,9.1525E-20,1.7868E-17,1.3165E-19,2.1383E-17,9.8472E-20,1.8066E-18,2.3295E-20,7.5382E-18,2.7772E-20,1.6401E-17,4.5317E-20,1.9882E-17,3.6624E-20,2.1861E-17,4.0269E-20,0.021
1032,1.1949E-17,2.3111E-19,1.4579E-17,3.2226E-19,1.7722E-17,2.2852E-19,1.8885E-17,2.4352E-19,4.5596E-17,3.7796E-19,7.5601E-17,5.5705E-19,8.7766E-17,3.2334E-19,8.6641E-18,1.0374E-19,3.4588E-17,1.2743E-19,7.088E-17,1.9585E-19,8.3738E-17,1.5425E-19,8.9727E-17,1.6528E-19,0.021
1033,5.313E-18,2.3978E-19,5.8687E-18,2.9188E-19,6.609E-18,2.6175E-19,7.0362E-18,2.5922E-19,1.4933E-17,3.851E-19,1.8661E-17,5.1563E-19,1.8422E-17,2.7148E-19,4.0977E-18,1.2077E-19,1.1454E-17,1.1604E-19,1.8956E-17,1.5713E-19,1.9505E-17,1.4372E-19,1.8575E-17,1.5398E-19,0.021
1034,2.0261E-19,1.3436E-20,2.7686E-19,1.8105E-20,2.9693E-19,1.2854E-20,3.3224E-19,1.3464E-20,7.4243E-19,1.983E-20,1.231E-18,3.288E-20,1.3398E-18,1.7277E-20,1.4121E-19,5.9826E-21,5.6164E-19,6.7247E-21,1.1362E-18,9.4183E-21,1.2831E-18,9.4541E-21,1.3312E-18,9.8089E-21,0.021
1035,2.3045E-18,2.0589E-19,2.7834E-18,2.8456E-19,3.6256E-18,2.1372E-19,4.1019E-18,2.1534E-19,1.1402E-17,3.8856E-19,2.7377E-17,7.0602E-19,3.8885E-17,4.6559E-19,1.615E-18,9.9663E-20,8.2829E-18,1.2969E-19,2.4739E-17,2.0507E-19,3.3681E-17,2.4817E-19,4.1208E-17,2.6568E-19,0.021
1036,9.7059E-20,2.2349E-21,1.193E-19,3.1865E-21,1.4436E-19,2.3932E-21,1.5741E-19,2.6097E-21,4.3877E-19,4.0412E-21,9.125E-19,6.7236E-21,1.2253E-18,4.5141E-21,6.2264E-20,1.0896E-21,3.2021E-19,1.1797E-21,8.3451E-19,2.3058E-21,1.1082E-18,3.0622E-21,1.3105E-18,2.414E-21,0.021
1037,3.9779E-18,1.6121E-19,4.5968E-18,2.1592E-19,5.0125E-18,1.6158E-19,5.2342E-18,1.6391E-19,9.5687E-18,2.1151E-19,1.1242E-17,2.5886E-19,9.604E-18,1.5922E-19,3.3239E-18,8.5721E-20,7.7206E-18,7.822E-20,1.1027E-17,8.1249E-20,1.0453E-17,8.665E-20,9.5598E-18,8.8049E-20,0.021
1038,2.0551E-17,3.4071E-19,2.3315E-17,4.939E-19,2.829E-17,3.6478E-19,2.9083E-17,3.75E-19,6.6135E-17,5.4822E-19,1.0047E-16,7.4028E-19,1.0075E-16,4.6396E-19,1.4657E-17,1.4849E-19,5.082E-17,1.8723E-19,9.5594E-17,2.6414E-19,1.0168E-16,1.8723E-19,1.0215E-16,1.4849E-19,0.021
1039,3.4612E-18,8.2884E-20,4.7646E-18,1.0971E-19,5.7547E-18,7.9504E-20,6.1379E-18,9.0452E-20,1.5589E-17,1.4358E-19,3.1277E-17,2.5926E-19,3.4263E-17,1.5779E-19,1.8553E-18,3.4177E-20,1.199E-17,4.4173E-20,2.8975E-17,8.0061E-20,3.3917E-17,9.3717E-20,3.5418E-17,6.5242E-20,0.021
1040,1.8827E-17,8.1499E-19,2.2614E-17,1.1247E-18,2.3658E-17,8.4981E-19,2.412E-17,7.9976E-19,5.2915E-17,1.2184E-18,6.3384E-17,1.4595E-18,6.1091E-17,1.0128E-18,1.4955E-17,4.5454E-19,3.9919E-17,4.0443E-19,6.3035E-17,5.2251E-19,6.3209E-17,5.2396E-19,6.126E-17,5.0781E-19,0.021
1041,1.8163E-18,1.171E-20,2.2908E-18,1.6879E-20,2.8002E-18,1.2895E-20,3.0676E-18,1.1301E-20,8.7497E-18,2.4176E-20,1.9072E-17,3.5132E-20,2.568E-17,2.3652E-20,1.1641E-18,5.3609E-21,6.3503E-18,5.8488E-21,1.7108E-17,1.5757E-20,2.3014E-17,2.1197E-20,2.7466E-17,2.5297E-20,0.021
1042,1.7707E-18,1.4678E-20,2.653E-18,2.4435E-20,3.4589E-18,1.9115E-20,3.9169E-18,1.8038E-20,1.2295E-17,3.3974E-20,3.7475E-17,6.9032E-20,5.6669E-17,5.2194E-20,8.5614E-19,6.3083E-21,9.0645E-18,8.3487E-21,3.267E-17,3.009E-20,4.8994E-17,4.5125E-20,6.168E-17,6.3083E-21,0.021
1043,5.7949E-19,8.5397E-21,7.7526E-19,1.1425E-20,9.5466E-19,8.7927E-21,1.0811E-18,8.9612E-21,3.0106E-18,1.6637E-20,7.4379E-18,3.4253E-20,1.0741E-17,1.9786E-20,3.5306E-19,3.577E-21,2.2195E-18,4.0884E-21,6.6168E-18,6.0943E-21,9.3637E-18,8.6243E-21,1.1552E-17,1.064E-20,0.021
1044,1.8419E-18,8.4821E-20,2.7495E-18,1.1396E-19,3.1251E-18,9.2105E-20,3.5226E-18,9.7332E-20,8.4656E-18,1.4815E-19,1.5362E-17,2.4054E-19,1.5735E-17,1.3043E-19,1.0094E-18,3.7187E-20,6.3747E-18,4.6971E-20,1.4271E-17,7.8865E-20,1.6101E-17,8.8979E-20,1.5998E-17,7.3673E-20,0.021
1045,1.2659E-17,4.0808E-19,1.4914E-17,5.9067E-19,1.6278E-17,4.3479E-19,1.7203E-17,4.4365E-19,4.3093E-17,6.7473E-19,6.607E-17,9.7364E-19,7.5163E-17,6.9227E-19,9.0449E-18,2.0827E-19,3.1565E-17,2.3258E-19,6.3096E-17,2.9057E-19,7.2578E-17,3.3423E-19,7.8416E-17,3.6112E-19,0.021
1046,6.0029E-18,1.2164E-19,7.5295E-18,1.7337E-19,8.7652E-18,1.5339E-19,1.0129E-17,1.3994E-19,2.5916E-17,2.3869E-19,5.1187E-17,3.7716E-19,6.8228E-17,2.5136E-19,4.2224E-18,1.271E-19,1.9088E-17,7.0323E-20,4.6001E-17,1.271E-19,6.0696E-17,1.6771E-19,7.105E-17,1.3088E-19,0.021
1047,2.5605E-18,1.1084E-19,3.1098E-18,1.3462E-19,3.7079E-18,1.0587E-19,4.0731E-18,1.0879E-19,1.0137E-17,1.774E-19,1.8295E-17,2.696E-19,2.3309E-17,1.9322E-19,1.8261E-18,5.3821E-20,7.4187E-18,5.4663E-20,1.6685E-17,7.6838E-20,2.1102E-17,9.718E-20,2.4385E-17,8.9839E-20,0.021
1048,3.982E-18,1.8338E-20,4.7087E-18,3.0358E-20,5.5577E-18,2.0476E-20,5.9662E-18,2.198E-20,1.5882E-17,2.9255E-20,3.0346E-17,5.5899E-20,4.0004E-17,3.6845E-20,2.8556E-18,1.052E-20,1.1601E-17,1.0685E-20,2.7599E-17,2.542E-20,3.5752E-17,3.2929E-20,4.2315E-17,3.8974E-20,0.021
1049,8.5431E-18,3.9342E-20,1.0309E-17,5.6969E-20,1.1979E-17,4.4132E-20,1.2907E-17,4.755E-20,3.2331E-17,5.9555E-20,5.5618E-17,1.0245E-19,6.439E-17,5.9305E-20,6.0369E-18,2.2241E-20,2.4033E-17,2.2136E-20,5.2001E-17,4.7895E-20,6.1775E-17,5.6897E-20,6.7052E-17,6.1758E-20,0.021
1050,1.2239E-17,2.1418E-19,1.503E-17,2.907E-19,1.7772E-17,2.4553E-19,2.0537E-17,2.459E-19,4.7222E-17,3.4795E-19,7.1803E-17,5.952E-19,8.2063E-17,3.7791E-19,8.8909E-18,1.1464E-19,3.5135E-17,1.2944E-19,6.732E-17,1.8601E-19,7.7866E-17,2.1515E-19,8.2214E-17,1.5144E-19,0.021
1051,2.0974E-18,9.659E-21,2.6723E-18,1.4768E-20,3.1834E-18,1.1728E-20,3.6115E-18,9.9789E-21,8.1674E-18,1.5045E-20,1.4312E-17,2.6363E-20,1.7064E-17,1.5717E-20,1.478E-18,5.4453E-21,6.1899E-18,5.7011E-21,1.3258E-17,1.2211E-20,1.6043E-17,1.4776E-20,1.7349E-17,1.5979E-20,0.021
1052,1.1795E-17,4.3455E-20,1.3655E-17,6.2885E-20,1.5435E-17,4.2648E-20,1.6103E-17,4.4493E-20,3.7162E-17,6.8455E-20,5.3125E-17,9.786E-20,5.2252E-17,4.8125E-20,8.9639E-18,2.4768E-20,2.819E-17,2.5964E-20,5.1062E-17,4.703E-20,5.3815E-17,4.9565E-20,5.3272E-17,4.9065E-20,0.021
1053,7.4575E-18,6.1817E-20,8.9411E-18,8.2351E-20,1.0285E-17,6.6308E-20,1.1215E-17,7.2304E-20,2.5858E-17,9.5264E-20,3.9865E-17,1.4687E-19,4.4853E-17,8.2622E-20,5.7094E-18,3.1551E-20,1.9435E-17,3.5801E-20,3.7445E-17,3.4488E-20,4.2913E-17,3.9525E-20,4.5519E-17,4.1924E-20,0.021
1054,1.6527E-17,2.8921E-19,2.1291E-17,3.7258E-19,2.2813E-17,2.9417E-19,2.6001E-17,2.8737E-19,5.3727E-17,3.9587E-19,7.5264E-17,5.5457E-19,7.6452E-17,3.5207E-19,1.2468E-17,1.2632E-19,4.1323E-17,1.5224E-19,7.1877E-17,1.986E-19,7.7017E-17,2.1281E-19,7.6101E-17,1.4018E-19,0.021
1055,2.7384E-18,2.4717E-19,3.5342E-18,3.1575E-19,4.553E-18,2.4322E-19,5.3839E-18,2.7769E-19,1.4424E-17,4.517E-19,2.6515E-17,6.838E-19,3.4601E-17,4.7804E-19,2.0563E-18,1.1553E-19,1.0488E-17,1.3524E-19,2.4496E-17,2.2562E-19,3.1267E-17,2.3039E-19,3.6232E-17,2.336E-19,0.021
1056,2.4975E-17,1.8403E-19,2.7868E-17,2.3101E-19,3.0333E-17,1.6762E-19,3.1616E-17,1.7472E-19,7.0715E-17,2.6052E-19,8.7159E-17,3.211E-19,8.067E-17,1.486E-19,1.9784E-17,9.1108E-20,5.3692E-17,9.8905E-20,8.5568E-17,7.8811E-20,8.4627E-17,7.7945E-20,8.0819E-17,7.4437E-20,0.021
1057,1.4273E-18,5.2584E-21,1.6089E-18,5.9273E-21,1.7771E-18,4.9104E-21,1.885E-18,5.2086E-21,3.9167E-18,7.2149E-21,4.8766E-18,8.9831E-21,4.7133E-18,4.3411E-21,1.1645E-18,2.145E-21,3.0319E-18,4.3411E-21,4.7921E-18,4.4136E-21,4.8186E-18,4.4381E-21,4.7003E-18,4.3291E-21,0.021
1058,6.8959E-18,1.9689E-19,7.8957E-18,2.8362E-19,8.7779E-18,1.9403E-19,9.3023E-18,1.9706E-19,1.9833E-17,2.5574E-19,2.5292E-17,3.9602E-19,2.4199E-17,2.4516E-19,5.4625E-18,1.0565E-19,1.51E-17,9.7356E-20,2.4968E-17,1.1498E-19,2.5292E-17,9.7356E-20,2.4243E-17,1.1164E-19,0.021
1059,8.6499E-18,2.6941E-19,1.0323E-17,7.1309E-19,1.2354E-17,4.8928E-19,1.408E-17,5.4467E-19,3.1551E-17,8.1366E-19,4.428E-17,1.2235E-18,4.9821E-17,6.883E-19,7.2345E-18,2.8652E-19,2.3802E-17,2.6307E-19,4.2639E-17,3.5345E-19,4.7447E-17,2.6307E-19,5.0189E-17,3.6981E-19,0.021
1060,4.2265E-18,2.141E-19,5.316E-18,3.0846E-19,7.2709E-18,2.4108E-19,7.5437E-18,2.4318E-19,2.0777E-17,4.21E-19,4.5707E-17,7.1567E-19,5.8128E-17,4.8184E-19,2.4546E-18,9.4953E-20,1.5417E-17,1.2779E-19,4.1152E-17,2.2741E-19,5.3062E-17,2.4436E-19,6.0644E-17,2.7927E-19,0.021
1061,1.8844E-17,6.7688E-19,2.3077E-17,8.2892E-19,2.4098E-17,5.9926E-19,2.8078E-17,6.7239E-19,5.9044E-17,1.0332E-18,9.1616E-17,1.4345E-18,9.4096E-17,8.6666E-19,1.3097E-17,3.3776E-19,4.6342E-17,3.4146E-19,8.7978E-17,4.0515E-19,9.4967E-17,4.3734E-19,9.5317E-17,4.3895E-19,0.021
1062,1.0124E-17,5.9678E-19,1.1678E-17,8.4969E-19,1.4079E-17,6.3538E-19,1.7177E-17,6.6448E-19,3.6254E-17,1.1019E-18,6.7075E-17,1.668E-18,7.9755E-17,1.1019E-18,6.9785E-18,3.0852E-19,2.8613E-17,3.4259E-19,6.1625E-17,5.1083E-19,7.5052E-17,5.53E-19,8.3054E-17,5.3547E-19,0.021
1063,1.9018E-17,7.0066E-20,2.1917E-17,1.0093E-19,2.4478E-17,6.7635E-20,2.5094E-17,6.9338E-20,5.4447E-17,1.0029E-19,6.9626E-17,1.2826E-19,6.35E-17,5.8485E-20,1.4574E-17,4.0269E-20,4.2147E-17,3.8819E-20,6.8671E-17,6.3248E-20,6.7666E-17,6.2323E-20,6.3558E-17,5.8539E-20,0.021
1064,2.3708E-18,1.5285E-20,3.2366E-18,2.0867E-20,4.0559E-18,1.8678E-20,4.6269E-18,2.1308E-20,1.2604E-17,3.4825E-20,3.16E-17,5.821E-20,4.6099E-17,4.2459E-20,1.4246E-18,7.8726E-21,9.2831E-18,8.55E-21,2.7957E-17,2.5749E-20,3.9819E-17,3.6675E-20,4.9305E-17,0.0,0.021
1065,3.521E-19,3.3078E-20,5.5395E-19,4.6428E-20,5.7262E-19,3.7973E-20,7.4657E-19,4.0569E-20,2.0002E-18,7.5531E-20,4.9325E-18,1.3175E-19,7.2622E-18,9.3642E-20,2.2073E-19,1.6468E-20,1.4584E-18,2.1491E-20,4.384E-18,4.0378E-20,6.3895E-18,4.708E-20,7.8175E-18,5.0401E-20,0.021
1066,1.6561E-18,9.3044E-20,2.2966E-18,1.2268E-19,2.8647E-18,9.7625E-20,3.1672E-18,1.0793E-19,9.034E-18,1.8305E-19,2.0318E-17,2.9942E-19,2.5508E-17,2.1145E-19,9.6712E-19,3.9193E-20,6.6601E-18,5.5208E-20,1.8513E-17,1.0231E-19,2.4159E-17,1.1126E-19,2.7182E-17,1.2518E-19,0.021
1067,1.1273E-17,5.1914E-20,1.4724E-17,6.7808E-20,1.7916E-17,6.6004E-20,1.9127E-17,5.2848E-20,4.3535E-17,8.0194E-20,7.4069E-17,1.3644E-19,7.4069E-17,6.822E-20,6.7118E-18,2.4727E-20,3.3794E-17,3.1125E-20,7.0475E-17,7.0196E-20,7.6214E-17,7.0196E-20,7.5168E-17,6.9233E-20,0.021
1068,3.3093E-18,7.0104E-20,4.1052E-18,9.4527E-20,4.7048E-18,6.9332E-20,5.0832E-18,7.9591E-20,1.4287E-17,1.1843E-19,2.6899E-17,1.982E-19,3.3554E-17,1.2362E-19,2.4107E-18,3.5525E-20,1.0369E-17,3.8201E-20,2.4532E-17,6.7785E-20,3.0828E-17,5.6786E-20,3.5427E-17,6.526E-20,0.021
1069,1.3097E-17,6.0313E-20,1.4927E-17,6.874E-20,1.7028E-17,6.2734E-20,1.788E-17,4.9404E-20,4.2498E-17,7.8284E-20,6.564E-17,1.2091E-19,7.3921E-17,6.8083E-20,1.0027E-17,2.7705E-20,3.1854E-17,2.9339E-20,6.1882E-17,5.6996E-20,7.0724E-17,6.5139E-20,7.6132E-17,7.012E-20,0.021
