galaxy_id,JPAS3518,error_JPAS3518,JPAS3785,error_JPAS3785,JPAS3900,error_JPAS3900,JPAS4000,error_JPAS4000,JPAS4100,error_JPAS4100,JPAS4200,error_JPAS4200,JPAS4300,error_JPAS4300,JPAS4400,error_JPAS4400,JPAS4500,error_JPAS4500,JPAS4600,error_JPAS4600,JPAS4700,error_JPAS4700,JPAS4800,error_JPAS4800,JPAS4900,error_JPAS4900,JPAS5000,error_JPAS5000,JPAS5100,error_JPAS5100,JPAS5200,error_JPAS5200,JPAS5300,error_JPAS5300,JPAS5400,error_JPAS5400,JPAS5500,error_JPAS5500,JPAS5600,error_JPAS5600,JPAS5700,error_JPAS5700,JPAS5800,error_JPAS5800,JPAS5900,error_JPAS5900,JPAS6000,error_JPAS6000,JPAS6100,error_JPAS6100,JPAS6200,error_JPAS6200,JPAS6300,error_JPAS6300,JPAS6400,error_JPAS6400,JPAS6500,error_JPAS6500,JPAS6600,error_JPAS6600,JPAS6700,error_JPAS6700,JPAS6800,error_JPAS6800,JPAS6900,error_JPAS6900,JPAS7000,error_JPAS7000,JPAS7100,error_JPAS7100,JPAS7200,error_JPAS7200,JPAS7300,error_JPAS7300,JPAS7400,error_JPAS7400,JPAS7500,error_JPAS7500,JPAS7600,error_JPAS7600,JPAS7700,error_JPAS7700,JPAS7800,error_JPAS7800,JPAS7900,error_JPAS7900,JPAS8000,error_JPAS8000,JPAS8100,error_JPAS8100,JPAS8200,error_JPAS8200,JPAS8300,error_JPAS8300,JPAS8400,error_JPAS8400,JPAS8500,error_JPAS8500,JPAS8600,error_JPAS8600,JPAS8700,error_JPAS8700,JPAS8800,error_JPAS8800,JPAS8900,error_JPAS8900,JPAS9000,error_JPAS9000,JPAS9100,error_JPAS9100,JPAS10069,error_JPAS10069,uj_JPAS,error_uj_JPAS,g_JPAS,error_g_JPAS,r_JPAS,error_r_JPAS,redshift
1181,1.45E-42,5.6E-45,1.4E-42,8.4E-45,1.24E-42,9.8E-45,1.152E-42,1.1E-44,1.135E-42,9.8E-45,1.327E-42,1.1E-44,1.614E-42,1.4E-44,2.007E-42,1.5E-44,2.328E-42,1.7E-44,3.163E-42,2.1E-44,4.093E-42,2.24E-44,4.731E-42,3.1E-44,5.825E-42,3.2E-44,7.573E-42,4.2E-44,9.265E-42,4.2E-44,9.9E-42,4.6E-44,1.0976E-41,5.0E-44,1.3492E-41,6.2E-44,1.619E-41,7.4E-44,1.8849E-41,7.0E-44,2.1581E-41,8.0E-44,2.487E-41,9.1E-44,2.7597E-41,1.02E-43,3.071E-41,1.14E-43,3.358E-41,1.23E-43,3.8625E-41,1.43E-43,4.3659E-41,1.61E-43,4.6097E-41,1.28E-43,5.0591E-41,1.86E-43,5.3712E-41,1.98E-43,5.9494E-41,2.19E-43,6.2125E-41,2.28E-43,6.7869E-41,1.88E-43,7.629E-41,2.1E-43,8.7433E-41,2.41E-43,1.1568E-40,3.2E-43,1.4089E-40,3.9E-43,1.6087E-40,4.44E-43,1.6644E-40,4.6E-43,2.0233E-40,3.73E-43,2.4755E-40,4.55E-43,2.375E-40,4.37E-43,2.7776E-40,5.11E-43,2.9872E-40,5.51E-43,3.1541E-40,5.82E-43,2.9955E-40,5.52E-43,3.3487E-40,6.17E-43,3.8732E-40,7.13E-43,4.1886E-40,7.72E-43,4.4593E-40,8.21E-43,4.7432E-40,8.74E-43,5.0777E-40,9.35E-43,5.2731E-40,9.71E-43,5.6295E-40,1.037E-42,5.9658E-40,1.099E-42,6.8497E-40,6.3E-43,1.307E-42,4.2E-45,6.398E-42,1.1E-44,4.0744E-41,3.8E-44,0.09
1182,1.1852E-41,3.2E-44,1.2491E-41,5.7E-44,1.1973E-41,6.6E-44,1.1669E-41,7.6E-44,1.194E-41,7.7E-44,1.2759E-41,8.3E-44,1.4369E-41,9.2E-44,1.6346E-41,1.05E-43,1.7923E-41,1.0E-43,2.139E-41,1.18E-43,2.5574E-41,1.42E-43,2.8041E-41,1.56E-43,3.1784E-41,1.75E-43,3.7445E-41,2.07E-43,4.2054E-41,2.33E-43,4.4361E-41,2.45E-43,4.8373E-41,2.68E-43,5.4526E-41,3.01E-43,5.9897E-41,2.76E-43,6.6835E-41,3.08E-43,7.4371E-41,3.42E-43,8.1322E-41,3.74E-43,8.7702E-41,4.04E-43,9.175E-41,4.23E-43,9.8583E-41,4.54E-43,1.0879E-40,5.02E-43,1.1636E-40,6.43E-43,1.2297E-40,5.66E-43,1.3323E-40,6.14E-43,1.3887E-40,6.39E-43,1.4771E-40,6.8E-43,1.5495E-40,7.13E-43,1.6436E-40,7.57E-43,1.7563E-40,8.09E-43,2.0314E-40,9.36E-43,2.7353E-40,1.008E-42,3.2976E-40,1.215E-42,3.7171E-40,1.369E-42,3.9066E-40,1.439E-42,4.3833E-40,1.614E-42,5.212E-40,1.92E-42,4.7974E-40,1.767E-42,5.6991E-40,1.575E-42,5.9842E-40,2.204E-42,6.1462E-40,2.264E-42,5.6261E-40,2.073E-42,6.034E-40,2.222E-42,7.0308E-40,2.59E-42,7.4098E-40,2.73E-42,7.6244E-40,2.81E-42,7.9324E-40,2.922E-42,8.3522E-40,3.077E-42,8.6259E-40,3.178E-42,8.9496E-40,2.473E-42,9.2088E-40,3.393E-42,1.0051E-39,1.851E-42,1.194E-41,3.4E-44,3.1637E-41,5.9E-44,1.1236E-40,2.07E-43,0.09
1183,4.463E-42,2.1E-44,4.822E-42,4.1E-44,4.694E-42,4.3E-44,4.694E-42,4.8E-44,4.885E-42,4.9E-44,5.258E-42,5.3E-44,5.905E-42,6.0E-44,6.681E-42,6.7E-44,7.198E-42,7.3E-44,8.807E-42,8.1E-44,1.0755E-41,9.0E-44,1.1782E-41,1.08E-43,1.3716E-41,1.14E-43,1.7173E-41,1.26E-43,2.0158E-41,1.49E-43,2.0991E-41,1.74E-43,2.2974E-41,1.7E-43,2.7393E-41,1.77E-43,3.1976E-41,2.06E-43,3.6951E-41,2.38E-43,4.1652E-41,2.69E-43,4.721E-41,3.04E-43,5.2484E-41,3.38E-43,5.5723E-41,3.59E-43,6.0706E-41,3.91E-43,7.028E-41,4.53E-43,7.7559E-41,4.29E-43,8.2269E-41,4.54E-43,9.0206E-41,4.99E-43,9.3849E-41,6.05E-43,1.0262E-40,5.68E-43,1.0785E-40,5.96E-43,1.1935E-40,6.6E-43,1.3159E-40,7.27E-43,1.463E-40,9.43E-43,1.9232E-40,1.062E-42,2.2368E-40,1.03E-42,2.5377E-40,1.169E-42,2.6402E-40,1.216E-42,3.2154E-40,1.184E-42,3.8764E-40,1.428E-42,3.7088E-40,1.708E-42,4.3016E-40,1.585E-42,4.567E-40,1.683E-42,4.7866E-40,2.204E-42,4.6008E-40,1.696E-42,5.0773E-40,1.871E-42,5.8241E-40,2.145E-42,6.3158E-40,2.326E-42,6.5953E-40,2.43E-42,6.9636E-40,2.566E-42,7.4E-40,2.727E-42,7.6424E-40,2.815E-42,8.0618E-40,2.971E-42,8.4729E-40,3.122E-42,9.5155E-40,1.753E-42,4.657E-42,1.7E-44,1.4684E-41,4.1E-44,7.312E-41,1.35E-43,0.09
1184,1.73E-42,2.0E-44,1.669E-42,3.8E-44,1.453E-42,4.3E-44,1.324E-42,3.8E-44,1.223E-42,3.9E-44,1.491E-42,4.5E-44,1.907E-42,5.5E-44,2.243E-42,6.4E-44,2.675E-42,7.1E-44,3.423E-42,7.8E-44,4.476E-42,9.5E-44,5.158E-42,1.14E-43,6.572E-42,1.15E-43,7.997E-42,1.4E-43,9.448E-42,1.57E-43,1.0406E-41,1.72E-43,1.1474E-41,1.9E-43,1.3618E-41,2.26E-43,1.5477E-41,2.28E-43,1.8302E-41,2.87E-43,2.1307E-41,3.14E-43,2.2851E-41,3.15E-43,2.5829E-41,3.57E-43,2.8557E-41,3.57E-43,3.077E-41,4.54E-43,3.536E-41,4.23E-43,3.8205E-41,5.28E-43,4.1853E-41,5.4E-43,4.568E-41,5.89E-43,4.9855E-41,5.97E-43,5.5019E-41,7.09E-43,5.6146E-41,7.24E-43,5.9444E-41,8.21E-43,6.7688E-41,9.35E-43,7.7502E-41,8.56E-43,1.0283E-40,1.041E-42,1.2489E-40,1.265E-42,1.4379E-40,1.457E-42,1.4987E-40,1.519E-42,1.7383E-40,1.602E-42,2.115E-40,1.753E-42,2.0273E-40,1.867E-42,2.3797E-40,1.973E-42,2.5546E-40,1.882E-42,2.6873E-40,2.228E-42,2.5033E-40,2.305E-42,2.8165E-40,2.594E-42,3.2909E-40,2.424E-42,3.5198E-40,2.918E-42,3.7335E-40,2.751E-42,3.9821E-40,2.934E-42,4.2278E-40,3.115E-42,4.423E-40,3.26E-42,4.7437E-40,3.495E-42,5.0456E-40,3.718E-42,5.7718E-40,2.126E-42,1.513E-42,1.8E-44,6.67E-42,3.6E-44,3.7197E-41,1.71E-43,0.09
1185,8.4E-45,1.4E-45,5.6E-45,1.4E-45,8.4E-45,4.2E-45,1.4E-45,4.2E-45,9.8E-45,4.2E-45,1.8E-44,5.6E-45,2.7E-44,5.6E-45,4.3E-44,5.6E-45,6.4E-44,8.4E-45,8.1E-44,1.1E-44,1.23E-43,1.4E-44,1.4E-43,1.5E-44,2.02E-43,2.1E-44,4.58E-43,2.9E-44,6.99E-43,3.8E-44,6.85E-43,4.1E-44,7.88E-43,4.5E-44,1.12E-42,6.0E-44,1.944E-42,8.3E-44,2.518E-42,9.5E-44,2.918E-42,1.0E-43,3.768E-42,1.29E-43,4.771E-42,1.36E-43,5.611E-42,1.71E-43,6.283E-42,1.68E-43,8.949E-42,2.06E-43,1.1091E-41,2.24E-43,1.1433E-41,2.63E-43,1.2912E-41,3.1E-43,1.376E-41,2.91E-43,1.6649E-41,3.38E-43,1.7274E-41,3.81E-43,2.0979E-41,3.87E-43,2.4945E-41,4.37E-43,2.548E-41,4.93E-43,2.9743E-41,5.48E-43,2.9282E-41,5.66E-43,3.543E-41,6.2E-43,3.8742E-41,6.07E-43,5.741E-41,7.93E-43,7.3212E-41,1.012E-42,8.0945E-41,8.94E-43,8.6017E-41,1.03E-42,9.3193E-41,1.202E-42,9.8761E-41,1.274E-42,1.1102E-40,1.228E-42,1.3409E-40,1.483E-42,1.5381E-40,1.7E-42,1.8104E-40,1.834E-42,2.071E-40,2.288E-42,2.2356E-40,2.264E-42,2.4265E-40,2.235E-42,2.5905E-40,2.386E-42,2.7605E-40,2.797E-42,3.1059E-40,2.86E-42,3.9572E-40,1.457E-42,7.0E-45,1.4E-45,4.51E-43,2.86E-42,9.501E-42,2.86E-42,0.09
1186,9.74E-43,2.8E-45,9.57E-43,5.6E-45,8.3E-43,5.6E-45,7.44E-43,5.6E-45,7.4E-43,5.6E-45,8.4E-43,5.6E-45,1.04E-42,7.0E-45,1.299E-42,8.4E-45,1.522E-42,9.8E-45,2.026E-42,1.1E-44,2.639E-42,1.3E-44,3.083E-42,1.4E-44,3.704E-42,1.7E-44,4.693E-42,2.1E-44,5.632E-42,2.7E-44,6.118E-42,2.8E-44,6.796E-42,2.5E-44,8.073E-42,2.9E-44,9.485E-42,3.5E-44,1.0891E-41,4.1E-44,1.2435E-41,3.5E-44,1.4146E-41,5.2E-44,1.5683E-41,4.3E-44,1.7086E-41,6.3E-44,1.8908E-41,7.0E-44,2.143E-41,5.9E-44,2.3477E-41,6.4E-44,2.4925E-41,6.9E-44,2.7405E-41,1.01E-43,2.9043E-41,8.0E-44,3.167E-41,8.7E-44,3.2888E-41,9.1E-44,3.5534E-41,9.8E-44,3.9431E-41,1.1E-43,4.586E-41,1.26E-43,6.2494E-41,1.72E-43,7.781E-41,1.43E-43,8.8845E-41,1.64E-43,9.2264E-41,1.7E-43,1.085E-40,2.0E-43,1.319E-40,2.42E-43,1.2276E-40,2.26E-43,1.4745E-40,2.72E-43,1.5799E-40,2.91E-43,1.659E-40,3.05E-43,1.5186E-40,2.8E-43,1.6774E-40,3.1E-43,1.969E-40,3.63E-43,2.102E-40,3.87E-43,2.2235E-40,4.09E-43,2.3455E-40,4.32E-43,2.4879E-40,4.58E-43,2.5932E-40,4.78E-43,2.7279E-40,5.03E-43,2.8723E-40,5.3E-43,3.2347E-40,2.98E-43,8.7E-43,2.8E-45,3.939E-42,7.0E-45,2.2255E-41,2.1E-44,0.09
1187,1.0266E-41,1.8E-44,1.1184E-41,4.1E-44,1.0888E-41,4.1E-44,1.07E-41,3.9E-44,1.0779E-41,4.9E-44,1.1905E-41,4.3E-44,1.3396E-41,4.9E-44,1.5044E-41,5.6E-44,1.6001E-41,7.4E-44,1.9851E-41,7.3E-44,2.4175E-41,9.0E-44,2.646E-41,9.8E-44,3.0575E-41,1.12E-43,3.7511E-41,1.39E-43,4.383E-41,1.61E-43,4.5769E-41,1.26E-43,5.0231E-41,1.39E-43,5.8961E-41,1.63E-43,6.7386E-41,1.86E-43,7.652E-41,2.12E-43,8.6411E-41,2.38E-43,9.642E-41,2.66E-43,1.0446E-40,2.89E-43,1.1339E-40,3.14E-43,1.2139E-40,3.35E-43,1.3507E-40,3.73E-43,1.4893E-40,4.12E-43,1.558E-40,4.3E-43,1.6833E-40,4.65E-43,1.7692E-40,4.89E-43,1.9256E-40,5.32E-43,2.0071E-40,5.55E-43,2.1447E-40,5.93E-43,2.3668E-40,6.54E-43,2.7808E-40,7.68E-43,3.772E-40,6.95E-43,4.6792E-40,8.62E-43,5.2938E-40,9.75E-43,5.4622E-40,1.006E-42,6.3353E-40,1.167E-42,7.6097E-40,1.401E-42,7.0692E-40,1.302E-42,8.3286E-40,1.534E-42,8.8342E-40,1.627E-42,9.1996E-40,1.694E-42,8.4522E-40,1.557E-42,9.1996E-40,1.694E-42,1.0621E-39,1.956E-42,1.1204E-39,2.064E-42,1.17E-39,2.155E-42,1.2217E-39,2.25E-42,1.284E-39,2.365E-42,1.3176E-39,2.427E-42,1.3809E-39,2.543E-42,1.4394E-39,2.651E-42,1.5566E-39,1.8E-44,1.065E-41,2.0E-44,3.2046E-41,2.9E-44,1.4079E-40,1.3E-43,0.09
1188,1.796E-42,1.1E-44,1.711E-42,1.7E-44,1.529E-42,2.0E-44,1.372E-42,2.0E-44,1.383E-42,2.1E-44,1.61E-42,2.4E-44,1.958E-42,2.4E-44,2.328E-42,2.9E-44,2.829E-42,3.4E-44,3.809E-42,4.2E-44,4.907E-42,5.5E-44,5.69E-42,6.3E-44,6.943E-42,6.4E-44,8.677E-42,8.0E-44,1.0433E-41,9.7E-44,1.1599E-41,1.06E-43,1.2834E-41,1.06E-43,1.5332E-41,1.28E-43,1.8029E-41,1.33E-43,2.053E-41,1.51E-43,2.3767E-41,1.53E-43,2.689E-41,1.74E-43,2.973E-41,1.92E-43,3.215E-41,2.07E-43,3.5545E-41,2.3E-43,4.0178E-41,2.59E-43,4.5204E-41,2.91E-43,4.8038E-41,3.1E-43,5.1617E-41,3.32E-43,5.4248E-41,3.5E-43,5.9812E-41,3.85E-43,6.3854E-41,4.12E-43,6.88E-41,3.8E-43,7.4953E-41,4.83E-43,8.8877E-41,4.9E-43,1.2089E-40,6.68E-43,1.5233E-40,7.02E-43,1.7522E-40,8.07E-43,1.8096E-40,8.34E-43,2.0873E-40,7.7E-43,2.5444E-40,9.37E-43,2.379E-40,8.76E-43,2.8339E-40,1.044E-42,3.0282E-40,1.115E-42,3.2003E-40,1.178E-42,2.9457E-40,1.085E-42,3.2628E-40,1.202E-42,3.8264E-40,1.761E-42,4.0401E-40,1.488E-42,4.2893E-40,1.58E-42,4.5039E-40,1.659E-42,4.773E-40,1.759E-42,4.9704E-40,1.831E-42,5.2286E-40,1.927E-42,5.5359E-40,2.039E-42,6.2E-40,1.142E-42,1.606E-42,8.4E-45,7.399E-42,2.1E-44,4.2305E-41,1.16E-43,0.09
1189,6.911E-42,2.0E-44,7.634E-42,3.5E-44,7.413E-42,3.4E-44,7.318E-42,4.1E-44,7.571E-42,4.2E-44,8.332E-42,4.6E-44,9.48E-42,5.2E-44,1.0567E-41,5.9E-44,1.1313E-41,6.3E-44,1.3957E-41,7.7E-44,1.6935E-41,7.8E-44,1.8534E-41,8.5E-44,2.2017E-41,1.01E-43,2.754E-41,1.28E-43,3.3111E-41,1.22E-43,3.4133E-41,1.57E-43,3.6574E-41,1.68E-43,4.4665E-41,1.64E-43,5.4749E-41,2.02E-43,6.2745E-41,2.31E-43,7.0335E-41,2.59E-43,8.0088E-41,2.21E-43,8.8954E-41,2.45E-43,9.7179E-41,3.57E-43,1.0577E-40,2.93E-43,1.2268E-40,3.39E-43,1.3803E-40,3.81E-43,1.444E-40,4.0E-43,1.5717E-40,4.34E-43,1.6503E-40,4.55E-43,1.8229E-40,5.03E-43,1.8983E-40,5.24E-43,2.1417E-40,5.91E-43,2.4075E-40,6.66E-43,2.6301E-40,7.27E-43,3.3479E-40,9.25E-43,3.9226E-40,1.083E-42,4.4789E-40,8.25E-43,4.5664E-40,1.261E-42,5.6907E-40,1.572E-42,6.9626E-40,1.282E-42,6.6984E-40,1.235E-42,7.6413E-40,1.407E-42,8.1954E-40,1.509E-42,8.6054E-40,1.585E-42,8.2712E-40,1.523E-42,9.2463E-40,1.703E-42,1.0558E-39,1.945E-42,1.1512E-39,2.12E-42,1.2302E-39,2.266E-42,1.2965E-39,2.388E-42,1.3727E-39,2.528E-42,1.4098E-39,2.597E-42,1.4954E-39,2.755E-42,1.5921E-39,2.933E-42,1.788E-39,1.647E-42,7.264E-42,1.4E-44,2.3811E-41,4.3E-44,1.2775E-40,1.18E-43,0.09
1190,6.38E-42,3.5E-44,6.756E-42,6.2E-44,6.565E-42,6.6E-44,6.446E-42,7.1E-44,6.681E-42,7.4E-44,7.462E-42,8.3E-44,8.52E-42,1.02E-43,9.464E-42,1.05E-43,1.0225E-41,1.14E-43,1.2544E-41,1.39E-43,1.5138E-41,1.53E-43,1.6614E-41,1.53E-43,1.9772E-41,1.82E-43,2.5379E-41,2.34E-43,3.0456E-41,2.52E-43,3.0456E-41,2.8E-43,3.2423E-41,2.98E-43,3.9816E-41,3.31E-43,4.8357E-41,3.56E-43,5.6243E-41,4.67E-43,6.2181E-41,4.58E-43,6.9963E-41,5.16E-43,7.8138E-41,5.04E-43,8.6788E-41,5.59E-43,9.4376E-41,6.95E-43,1.0956E-40,7.06E-43,1.2192E-40,7.86E-43,1.2731E-40,8.21E-43,1.4127E-40,7.8E-43,1.4752E-40,9.51E-43,1.6461E-40,1.061E-42,1.7032E-40,9.42E-43,1.897E-40,1.223E-42,2.1304E-40,1.177E-42,2.3446E-40,1.296E-42,2.9817E-40,1.373E-42,3.4519E-40,1.589E-42,4.0074E-40,1.846E-42,4.1007E-40,1.889E-42,5.0172E-40,2.311E-42,6.2239E-40,2.293E-42,6.0376E-40,2.78E-42,6.8748E-40,3.166E-42,7.3597E-40,2.712E-42,7.6853E-40,2.832E-42,7.4347E-40,3.423E-42,8.3958E-40,3.093E-42,9.5865E-40,4.414E-42,1.0444E-39,3.848E-42,1.1109E-39,4.093E-42,1.1718E-39,4.317E-42,1.2441E-39,4.584E-42,1.2861E-39,4.738E-42,1.3579E-39,5.003E-42,1.443E-39,5.317E-42,1.625E-39,2.993E-42,6.529E-42,2.9E-44,2.1324E-41,5.9E-44,1.1378E-40,3.14E-43,0.09
1191,3.71E-43,1.4E-45,3.24E-43,2.8E-45,2.66E-43,2.8E-45,2.26E-43,2.8E-45,2.06E-43,2.8E-45,2.37E-43,2.8E-45,3.2E-43,4.2E-45,4.46E-43,5.6E-45,5.86E-43,5.6E-45,8.66E-43,7.0E-45,1.195E-42,8.4E-45,1.463E-42,1.1E-44,1.883E-42,1.3E-44,2.48E-42,1.4E-44,3.027E-42,1.7E-44,3.408E-42,1.8E-44,3.903E-42,1.8E-44,4.7E-42,2.7E-44,5.713E-42,2.7E-44,6.688E-42,3.1E-44,7.779E-42,3.6E-44,8.973E-42,4.1E-44,1.0151E-41,3.8E-44,1.1182E-41,4.1E-44,1.2501E-41,4.6E-44,1.434E-41,5.3E-44,1.6088E-41,5.9E-44,1.7286E-41,6.3E-44,1.9077E-41,7.0E-44,2.046E-41,7.6E-44,2.229E-41,8.3E-44,2.3557E-41,8.7E-44,2.5735E-41,9.5E-44,2.8982E-41,1.06E-43,3.405E-41,9.4E-44,4.6915E-41,1.3E-43,5.8793E-41,1.63E-43,6.7876E-41,1.88E-43,7.1339E-41,1.98E-43,8.3429E-41,2.31E-43,1.0217E-40,2.82E-43,9.6499E-41,1.78E-43,1.1688E-40,2.16E-43,1.2686E-40,2.34E-43,1.3419E-40,2.47E-43,1.257E-40,2.31E-43,1.3974E-40,3.87E-43,1.657E-40,3.05E-43,1.787E-40,3.3E-43,1.9078E-40,3.52E-43,2.0199E-40,3.73E-43,2.1683E-40,4.0E-43,2.281E-40,4.2E-43,2.4329E-40,4.48E-43,2.5854E-40,4.76E-43,3.0069E-40,2.77E-43,2.97E-43,1.4E-45,2.082E-42,4.2E-45,1.5182E-41,1.4E-44,0.09
1192,9.171E-42,3.55E-43,1.0178E-41,6.66E-43,1.0796E-41,6.96E-43,9.045E-42,6.5E-43,8.71E-42,7.54E-43,9.728E-42,8.95E-43,1.0224E-41,9.42E-43,1.1957E-41,1.079E-42,1.3946E-41,1.258E-42,1.925E-41,1.17E-42,2.3553E-41,1.497E-42,2.7017E-41,1.642E-42,2.8631E-41,2.084E-42,3.8375E-41,2.333E-42,4.6691E-41,2.623E-42,4.406E-41,2.759E-42,4.4344E-41,2.941E-42,5.9052E-41,3.753E-42,7.4618E-41,3.987E-42,9.8092E-41,4.246E-42,9.7553E-41,4.672E-42,1.1037E-40,5.692E-42,1.2002E-40,6.08E-42,1.2777E-40,7.061E-42,1.4861E-40,7.528E-42,1.8708E-40,7.753E-42,2.156E-40,7.148E-42,2.1401E-40,8.87E-42,2.2932E-40,9.505E-42,2.2596E-40,9.574E-42,2.2369E-40,1.1537E-41,2.6548E-40,1.1981E-41,3.3546E-40,1.3594E-41,3.7604E-40,1.5585E-41,4.0854E-40,1.5051E-41,4.9801E-40,1.6513E-41,5.7074E-40,1.8925E-41,6.6014E-40,2.0065E-41,6.7864E-40,2.1877E-41,8.3644E-40,2.3112E-41,1.0657E-39,2.9447E-41,9.7373E-40,2.8699E-41,1.0875E-39,3.3054E-41,1.2429E-39,3.0908E-41,1.3441E-39,3.714E-41,1.3184E-39,3.2785E-41,1.4429E-39,3.5882E-41,1.6491E-39,4.2528E-41,1.6294E-39,4.5022E-41,1.7654E-39,4.3901E-41,1.9899E-39,5.1318E-41,2.0627E-39,5.1295E-41,2.1981E-39,5.2637E-41,2.2869E-39,5.2657E-41,2.3251E-39,5.5678E-41,2.8421E-39,3.1412E-41,9.498E-42,3.05E-43,3.1742E-41,6.43E-43,1.8115E-40,2.836E-42,0.09
1193,4.9E-44,1.4E-45,4.5E-44,1.4E-45,4.2E-44,1.4E-45,3.8E-44,1.4E-45,3.8E-44,1.4E-45,4.2E-44,1.4E-45,5.7E-44,2.8E-45,7.1E-44,2.8E-45,8.8E-44,2.8E-45,1.05E-43,4.2E-45,1.49E-43,4.2E-45,1.7E-43,5.6E-45,2.19E-43,5.6E-45,3.18E-43,7.0E-45,3.88E-43,8.4E-45,3.81E-43,9.8E-45,4.37E-43,9.8E-45,5.6E-43,1.3E-44,7.27E-43,1.3E-44,9.0E-43,1.5E-44,1.0E-42,1.8E-44,1.11E-42,2.0E-44,1.27E-42,2.24E-44,1.439E-42,2.4E-44,1.562E-42,2.5E-44,1.914E-42,2.8E-44,2.12E-42,3.4E-44,2.246E-42,3.5E-44,2.496E-42,3.6E-44,2.699E-42,3.8E-44,3.02E-42,4.5E-44,3.196E-42,4.5E-44,3.61E-42,5.0E-44,4.039E-42,5.6E-44,4.453E-42,5.7E-44,5.79E-42,6.4E-44,6.746E-42,7.4E-44,7.626E-42,8.4E-44,7.804E-42,8.7E-44,9.888E-42,1.1E-43,1.221E-41,1.12E-43,1.2041E-41,1.11E-43,1.3825E-41,1.28E-43,1.5159E-41,1.4E-43,1.5947E-41,1.47E-43,1.5598E-41,1.44E-43,1.781E-41,1.47E-43,2.0373E-41,1.5E-43,2.2568E-41,1.86E-43,2.4541E-41,1.81E-43,2.5959E-41,2.16E-43,2.7534E-41,2.28E-43,2.8385E-41,2.35E-43,3.0809E-41,2.55E-43,3.3348E-41,2.76E-43,3.929E-41,1.44E-43,4.5E-44,1.1E-44,2.59E-43,2.8E-45,1.987E-42,1.1E-44,0.09
1194,2.452E-42,1.4E-44,2.276E-42,2.1E-44,2.019E-42,2.7E-44,1.805E-42,2.7E-44,1.822E-42,2.7E-44,2.119E-42,2.5E-44,2.58E-42,3.5E-44,3.101E-42,3.8E-44,3.809E-42,4.6E-44,5.025E-42,5.6E-44,6.356E-42,6.4E-44,7.372E-42,6.7E-44,8.995E-42,8.3E-44,1.1004E-41,9.1E-44,1.3062E-41,1.2E-43,1.4481E-41,1.2E-43,1.5631E-41,1.29E-43,1.8518E-41,1.54E-43,2.1796E-41,1.61E-43,2.4591E-41,1.81E-43,2.8054E-41,2.07E-43,3.1563E-41,2.03E-43,3.464E-41,2.23E-43,3.7359E-41,2.41E-43,4.1456E-41,2.68E-43,4.6988E-41,3.46E-43,5.2672E-41,2.91E-43,5.5871E-41,3.6E-43,6.0476E-41,3.9E-43,6.3912E-41,4.12E-43,7.0337E-41,4.54E-43,7.4953E-41,4.83E-43,8.061E-41,5.2E-43,8.7576E-41,4.83E-43,1.0111E-40,5.59E-43,1.3243E-40,7.31E-43,1.6173E-40,7.44E-43,1.8637E-40,8.58E-43,1.9319E-40,8.9E-43,2.2386E-40,1.031E-42,2.7465E-40,1.265E-42,2.6085E-40,1.201E-42,3.0732E-40,1.132E-42,3.2658E-40,1.204E-42,3.4102E-40,1.571E-42,3.1709E-40,1.46E-42,3.5415E-40,1.305E-42,4.1532E-40,1.53E-42,4.4216E-40,1.628E-42,4.7205E-40,2.173E-42,4.9795E-40,1.834E-42,5.3062E-40,1.955E-42,5.5563E-40,2.047E-42,5.8612E-40,2.16E-42,6.1942E-40,2.283E-42,7.1184E-40,1.312E-42,2.15E-42,1.1E-44,9.256E-42,2.5E-44,4.952E-41,9.1E-44,0.09
