galaxy_id,J0378,error_J0378,J0395,error_J0395,J0410,error_J0410,J0430,error_J0430,J0515,error_J0515,J0660,error_J0660,J0861,error_J0861,uJAVA,error_uJAVA,gSDSS,error_gSDSS,rSDSS,error_rSDSS,iSDSS,error_iSDSS,zSDSS,error_zSDSS,redshift
670,7.322E-42,2.76E-43,7.674E-42,3.88E-43,8.516E-42,2.9E-43,9.108E-42,3.43E-43,3.31E-41,9.44E-43,1.7117E-40,4.099E-42,1.2366E-39,1.139E-41,6.94E-42,1.35E-43,2.0186E-41,2.41E-43,1.276E-40,9.4E-43,5.8215E-40,2.41E-43,1.4316E-39,1.35E-43,0.09
671,7.15E-43,2.24E-44,6.21E-43,2.8E-44,6.32E-43,1.8E-44,8.45E-43,2.5E-44,5.106E-42,9.4E-44,3.2308E-41,4.47E-43,2.8715E-40,1.323E-42,7.08E-43,9.8E-45,2.742E-42,2.5E-44,2.4621E-41,1.14E-43,1.2697E-40,4.68E-43,3.4428E-40,9.51E-43,0.09
672,9.01E-43,7.0E-45,7.93E-43,9.8E-45,7.41E-43,7.0E-45,1.019E-42,9.8E-45,6.3E-42,3.5E-44,4.3063E-41,1.58E-43,4.0078E-40,3.69E-43,8.95E-43,2.8E-45,3.449E-42,9.8E-45,3.2398E-41,9.8E-45,1.694E-40,9.8E-45,4.8765E-40,4.5E-43,0.09
673,1.504E-42,6.6E-44,1.497E-42,1.04E-43,1.48E-42,8.1E-44,2.011E-42,8.8E-44,5.73E-42,2.16E-43,2.6455E-41,9.5E-43,1.694E-40,2.496E-42,1.092E-42,3.1E-44,3.303E-42,5.2E-44,1.9666E-41,2.72E-43,8.5213E-41,7.85E-43,1.9629E-40,1.446E-42,0.09
674,5.1817E-41,1.432E-42,5.022E-41,1.988E-42,5.1579E-41,1.568E-42,6.0823E-41,1.848E-42,1.4141E-40,3.907E-42,4.306E-40,1.3485E-41,2.3598E-39,2.8254E-41,4.3299E-41,6.38E-43,9.8373E-41,1.087E-42,3.5651E-40,3.283E-42,1.368E-39,1.008E-41,2.5803E-39,1.9013E-41,0.09
675,2.13E-43,1.1E-44,1.96E-43,1.4E-44,1.99E-43,9.8E-45,2.19E-43,1.3E-44,1.526E-42,4.2E-44,7.93E-42,2.19E-43,6.4757E-41,5.97E-43,2.14E-43,5.6E-45,7.93E-43,1.1E-44,5.944E-42,5.5E-44,2.9792E-41,1.64E-43,7.5663E-41,3.49E-43,0.09
676,7.55E-42,3.55E-43,7.67E-42,4.46E-43,7.257E-42,3.67E-43,8.638E-42,4.46E-43,3.3202E-41,1.254E-42,1.2787E-40,4.358E-42,9.0026E-40,1.3266E-41,6.485E-42,1.67E-43,1.8706E-41,3.1E-43,1.0355E-40,1.335E-42,4.6128E-40,3.824E-42,1.0082E-39,6.5E-42,0.09
677,3.045E-42,1.7E-44,2.65E-42,2.24E-44,2.459E-42,1.5E-44,3.36E-42,2.1E-44,1.9231E-41,7.1E-44,1.029E-40,2.84E-43,8.1587E-40,7.51E-43,3.076E-42,8.4E-45,1.0726E-41,2.0E-44,7.8347E-41,7.1E-44,3.8692E-40,3.56E-43,9.5504E-40,8.8E-43,0.09
678,3.34E-43,4.2E-45,2.35E-43,4.2E-45,2.16E-43,2.8E-45,3.36E-43,4.2E-45,3.34E-42,1.8E-44,2.5251E-41,9.2E-44,2.5721E-40,2.37E-43,3.59E-43,1.4E-45,1.738E-42,4.2E-45,1.8754E-41,1.7E-44,1.0962E-40,1.01E-43,3.1498E-40,2.9E-43,0.09
679,2.77E-43,9.8E-45,2.02E-43,1.1E-44,1.85E-43,8.4E-45,2.65E-43,1.3E-44,2.477E-42,4.6E-44,1.6413E-41,2.27E-43,1.5247E-40,7.02E-43,3.12E-43,5.6E-45,1.342E-42,1.3E-44,1.2111E-41,5.6E-44,6.817E-41,1.88E-43,1.8113E-40,5.0E-43,0.09
680,3.897E-42,8.5E-44,3.788E-42,1.26E-43,4.037E-42,9.0E-44,4.813E-42,1.15E-43,1.957E-41,3.07E-43,1.1429E-40,1.474E-42,9.1034E-40,4.193E-42,3.203E-42,4.1E-44,1.1159E-41,9.2E-44,8.7096E-41,4.01E-43,4.0964E-40,1.132E-42,1.0696E-39,1.97E-42,0.09
681,1.7314E-41,8.0E-44,1.7833E-41,9.8E-44,1.8777E-41,8.7E-44,2.1342E-41,9.8E-44,5.1812E-41,2.38E-43,1.6735E-40,7.71E-43,9.333E-40,1.72E-42,1.4575E-41,4.1E-44,3.5223E-41,6.4E-44,1.3603E-40,2.51E-43,5.3311E-40,4.9E-43,1.0093E-39,9.29E-43,0.09
682,4.5032E-41,1.25E-43,4.655E-41,1.29E-43,4.834E-41,1.33E-43,5.5965E-41,1.54E-43,1.3942E-40,3.85E-43,4.8119E-40,1.33E-42,2.8101E-39,2.588E-42,3.718E-41,6.9E-44,9.3221E-41,8.5E-44,3.8718E-40,3.56E-43,1.5701E-39,8.5E-44,3.0557E-39,6.9E-44,0.09
683,4.392E-42,1.5E-43,3.957E-42,1.96E-43,4.4E-42,1.54E-43,5.392E-42,1.794E-43,1.9507E-41,5.03E-43,9.3367E-41,2.407E-42,6.7143E-40,6.802E-42,3.821E-42,7.7E-44,1.1498E-41,1.37E-43,7.122E-41,5.9E-43,3.2523E-40,1.798E-42,7.7803E-40,3.583E-42,0.09
684,3.8271E-41,1.77E-43,3.978E-41,2.2E-43,4.1502E-41,1.9E-43,4.7783E-41,2.2E-43,1.1336E-40,5.23E-43,3.7057E-40,1.707E-42,2.0762E-39,3.824E-42,3.2876E-41,9.1E-44,7.721E-41,1.42E-43,3.0038E-40,5.54E-43,1.1494E-39,1.058E-42,2.2934E-39,2.112E-42,0.09
685,1.703E-42,3.5E-44,1.532E-42,4.1E-44,1.382E-42,3.4E-44,2.11E-42,4.3E-44,1.3883E-41,1.53E-43,1.056E-40,7.78E-43,9.6665E-40,2.671E-42,1.635E-42,1.7E-44,7.273E-42,3.4E-44,7.7352E-41,2.14E-43,3.9891E-40,7.34E-43,1.2069E-39,1.111E-42,0.09
686,2.807E-42,9.2E-44,2.515E-42,1.23E-43,2.773E-42,9.7E-44,3.393E-42,1.12E-43,1.2037E-41,3.32E-43,5.5992E-41,1.289E-42,4.0117E-40,3.695E-42,2.466E-42,4.5E-44,7.154E-42,8.5E-44,4.2906E-41,3.56E-43,1.9468E-40,1.076E-42,4.64E-40,2.137E-42,0.09
687,2.131E-42,1.06E-43,2.096E-42,1.47E-43,2.204E-42,1.08E-43,2.514E-42,1.42E-43,9.264E-42,3.59E-43,3.5807E-41,1.384E-42,2.5326E-40,3.499E-42,2.007E-42,5.2E-44,5.48E-42,9.1E-44,2.9483E-41,3.53E-43,1.3061E-40,1.083E-42,2.8417E-40,1.831E-42,0.09
688,7.95E-43,1.36E-43,1.06E-42,1.47E-43,4.08E-43,1.2E-43,1.04E-42,1.49E-43,9.67E-42,6.32E-43,5.4128E-41,2.992E-42,5.6471E-40,8.842E-42,1.421E-42,7.3E-44,5.324E-42,1.51E-43,4.607E-41,7.64E-43,2.5884E-40,2.622E-42,6.8458E-40,5.675E-42,0.09
689,2.965E-42,2.0E-44,2.566E-42,2.4E-44,2.38E-42,1.8E-44,3.308E-42,2.1E-44,1.8762E-41,6.9E-44,1.0085E-40,3.71E-43,8.0703E-40,7.43E-43,2.993E-42,8.4E-45,1.0522E-41,2.0E-44,7.7284E-41,7.1E-44,3.8485E-40,3.55E-43,9.4382E-40,8.69E-43,0.09
690,5.16E-43,4.1E-44,3.4E-43,5.0E-44,3.05E-43,3.9E-44,4.57E-43,5.2E-44,5.419E-42,2.05E-43,3.766E-41,1.145E-42,3.6499E-40,3.362E-42,5.52E-43,2.24E-44,2.812E-42,5.7E-44,2.7132E-41,2.75E-43,1.5757E-40,1.016E-42,4.328E-40,1.993E-42,0.09
691,9.714E-42,6.08E-43,9.38E-42,8.46E-43,9.337E-42,6.28E-43,1.45E-41,7.48E-43,4.335E-41,1.956E-42,2.1827E-40,9.65E-42,1.6512E-39,2.4332E-41,8.698E-42,2.8E-43,2.5456E-41,5.4E-43,1.6912E-40,2.336E-42,7.5961E-40,6.296E-42,1.8801E-39,1.3853E-41,0.09
692,3.1138E-41,1.43E-43,2.9737E-41,1.92E-43,2.9546E-41,1.64E-43,3.6048E-41,1.99E-43,1.0541E-40,4.85E-43,3.4237E-40,1.576E-42,1.9217E-39,3.54E-42,2.845E-41,7.8E-44,6.806E-41,1.25E-43,2.7752E-40,5.11E-43,1.0698E-39,9.85E-43,2.113E-39,1.946E-42,0.09
693,5.17E-43,5.0E-44,4.2E-43,5.5E-44,4.06E-43,3.8E-44,6.92E-43,5.0E-44,5.454E-42,2.41E-43,3.6836E-41,1.153E-42,3.425E-40,3.785E-42,5.76E-43,2.8E-44,2.947E-42,6.0E-44,2.708E-41,3.0E-43,1.4651E-40,1.079E-42,4.3437E-40,2.001E-42,0.09
694,1.22E-42,8.4E-45,1.305E-42,1.4E-44,1.384E-42,1.1E-44,1.784E-42,1.5E-44,8.126E-42,4.5E-44,6.551E-41,2.41E-43,5.7904E-40,5.34E-43,1.06E-42,4.2E-45,4.557E-42,1.3E-44,4.9148E-41,4.5E-44,2.4205E-40,2.23E-43,6.9232E-40,4.2E-45,0.09
695,1.5759E-41,4.93E-43,1.5802E-41,5.82E-43,1.635E-41,4.67E-43,2.0774E-41,5.35E-43,6.3962E-41,5.35E-43,2.6566E-40,5.873E-42,1.7263E-39,1.749E-41,1.3891E-41,2.3E-43,4.0544E-41,3.73E-43,2.0698E-40,1.334E-42,8.7001E-40,4.808E-42,2.0078E-39,9.246E-42,0.09
696,1.75E-42,9.5E-44,1.641E-42,1.28E-43,1.777E-42,9.0E-44,1.991E-42,1.18E-43,1.2212E-41,4.27E-43,7.291E-41,1.948E-42,5.4599E-40,5.532E-42,1.942E-42,5.0E-44,6.742E-42,1.0E-43,5.2142E-41,5.28E-43,2.5211E-40,1.626E-42,6.5703E-40,3.025E-42,0.09
697,1.669E-42,1.3E-44,1.4E-42,1.5E-44,1.338E-42,1.3E-44,2.015E-42,1.5E-44,1.2078E-41,5.6E-44,7.6986E-41,2.83E-43,6.1604E-40,5.68E-43,1.642E-42,5.6E-45,6.481E-42,1.3E-44,5.6704E-41,5.2E-44,2.7772E-40,2.56E-43,7.4819E-40,6.9E-43,0.09
698,3.8773E-41,1.464E-42,4.1165E-41,2.01E-42,4.5595E-41,1.68E-42,4.792E-41,1.721E-42,1.2216E-40,3.826E-42,4.4722E-40,1.5653E-41,2.6213E-39,3.6215E-41,3.2548E-41,7.19E-43,8.1605E-41,1.052E-42,3.4907E-40,3.858E-42,1.3744E-39,1.1393E-41,2.9142E-39,2.1472E-41,0.09
699,1.333E-42,1.28E-43,1.71E-42,1.5E-43,1.251E-42,1.23E-43,2.011E-42,1.63E-43,1.4876E-41,6.17E-43,1.2874E-40,3.439E-42,1.0445E-39,1.0583E-41,1.097E-42,6.0E-44,6.932E-42,1.53E-43,8.8087E-41,8.93E-43,4.4762E-40,1.53E-43,1.3137E-39,6.0E-44,0.09
700,1.65E-42,3.4E-44,1.341E-42,4.1E-44,1.275E-42,3.1E-44,1.675E-42,3.6E-44,9.536E-42,1.32E-43,4.4769E-41,5.37E-43,3.4117E-40,1.571E-42,1.599E-42,1.7E-44,5.269E-42,3.4E-44,3.472E-41,1.6E-43,1.6989E-40,4.7E-43,3.9064E-40,7.2E-43,0.09
701,1.77E-43,7.0E-45,1.28E-43,7.0E-45,1.18E-43,5.6E-45,1.65E-43,8.4E-45,1.613E-42,3.2E-44,1.1565E-41,1.71E-43,1.1344E-40,5.23E-43,1.93E-43,4.2E-45,8.74E-43,8.4E-45,8.495E-42,3.9E-44,4.9837E-41,1.37E-43,1.3513E-40,3.73E-43,0.09
702,1.0256E-41,1.04E-43,1.071E-41,1.39E-43,1.1215E-41,1.04E-43,1.27E-41,1.29E-43,3.1608E-41,3.21E-43,1.1298E-40,1.145E-42,6.7577E-40,2.49E-42,8.468E-42,4.6E-44,2.1488E-41,7.8E-44,9.0322E-41,3.32E-43,3.717E-40,6.85E-43,7.2878E-40,1.342E-42,0.09
703,1.0339E-41,2.28E-43,1.0657E-41,2.75E-43,1.0747E-41,2.27E-43,1.3881E-41,2.69E-43,5.3511E-41,8.38E-43,2.9084E-40,3.75E-42,2.2597E-39,1.0406E-41,9.113E-42,1.1E-43,3.1336E-41,2.02E-43,2.2184E-40,1.022E-42,1.0405E-39,2.875E-42,2.6185E-39,7.235E-42,0.09
704,5.47E-43,9.8E-45,3.97E-43,9.8E-45,3.62E-43,7.0E-45,5.3E-43,9.8E-45,4.94E-42,4.5E-44,3.0148E-41,2.23E-43,2.7167E-40,7.51E-43,6.39E-43,4.2E-45,2.619E-42,1.3E-44,2.2911E-41,6.3E-44,1.2521E-40,2.31E-43,3.2482E-40,2.98E-43,0.09
705,4.36E-42,2.5E-43,4.324E-42,3.59E-43,4.732E-42,2.62E-43,5.773E-42,3.08E-43,2.802E-41,9.04E-43,1.8633E-40,4.805E-42,1.4855E-39,1.3682E-41,3.505E-42,1.1E-43,1.5742E-41,2.6E-43,1.3787E-40,1.143E-42,6.5686E-40,4.235E-42,1.7103E-39,7.877E-42,0.09
706,2.0976E-41,8.88E-43,2.2517E-41,1.244E-42,2.1326E-41,9.04E-43,2.7677E-41,1.096E-42,6.9265E-41,2.552E-42,2.8243E-40,1.0665E-41,1.8303E-39,2.6972E-41,1.716E-41,3.95E-43,4.4927E-41,7.45E-43,2.2725E-40,2.721E-42,9.1477E-40,7.582E-42,2.0764E-39,1.53E-41,0.09
707,1.25E-43,2.7E-44,2.07E-43,6.3E-44,4.75E-43,7.0E-44,5.34E-43,9.4E-44,3.945E-42,3.78E-43,5.7494E-41,2.7E-42,5.2193E-40,8.653E-42,7.0E-45,7.51E-43,1.991E-42,9.4E-44,4.074E-41,7.51E-43,2.0399E-40,2.442E-42,6.2347E-40,5.168E-42,0.09
708,1.6922E-41,1.1E-43,1.7752E-41,1.794E-43,1.8881E-41,1.22E-43,2.1619E-41,1.39E-43,5.676E-41,3.14E-43,2.399E-40,1.326E-42,1.559E-39,2.871E-42,1.4296E-41,5.3E-44,3.7122E-41,6.9E-44,1.8899E-40,3.48E-43,7.7133E-40,7.1E-43,1.7817E-39,1.641E-42,0.09
709,3.7238E-41,1.71E-43,3.8708E-41,2.5E-43,3.9902E-41,1.84E-43,4.628E-41,2.13E-43,1.1051E-40,5.09E-43,3.5727E-40,1.645E-42,2.0277E-39,3.734E-42,3.1175E-41,8.5E-44,7.5058E-41,1.39E-43,2.9201E-40,5.38E-43,1.1487E-39,1.058E-42,2.1887E-39,2.016E-42,0.09
710,6.88E-43,2.4E-44,5.37E-43,2.7E-44,4.41E-43,2.0E-44,7.05E-43,2.8E-44,6.658E-42,1.11E-43,3.9678E-41,6.21E-43,3.5298E-40,1.626E-42,8.03E-43,1.3E-44,3.485E-42,2.9E-44,2.9905E-41,1.37E-43,1.6239E-40,4.48E-43,4.1971E-40,7.74E-43,0.09
711,1.32E-43,1.5E-44,6.9E-44,1.4E-44,8.5E-44,1.1E-44,1.29E-43,1.7E-44,1.403E-42,7.1E-44,1.166E-41,4.4E-43,1.2797E-40,1.414E-42,1.46E-43,7.0E-45,6.91E-43,2.0E-44,8.324E-42,1.08E-43,5.0248E-41,3.7E-43,1.6395E-40,7.55E-43,0.09
712,2.3E-43,2.8E-45,1.63E-43,1.4E-45,1.53E-43,1.4E-45,2.21E-43,2.8E-45,2.12E-42,9.8E-45,1.2728E-41,4.6E-44,1.1587E-40,1.06E-43,2.58E-43,1.4E-45,1.107E-42,1.4E-45,9.62E-42,8.4E-45,5.3206E-41,4.9E-44,1.3803E-40,1.28E-43,0.09
713,1.65E-43,2.4E-44,1.22E-43,3.2E-44,1.18E-43,2.1E-44,1.3E-43,2.9E-44,1.846E-42,1.44E-43,2.3465E-41,9.94E-43,2.9594E-40,3.816E-42,1.5E-43,1.3E-44,1.037E-42,3.5E-44,1.8811E-41,2.42E-43,1.1107E-40,8.18E-43,3.9192E-40,2.166E-42,0.09
714,1.68E-43,3.1E-44,4.05E-43,6.0E-44,1.005E-42,7.8E-44,1.595E-42,1.02E-43,1.4667E-41,4.6E-43,2.0135E-40,3.153E-42,1.9694E-39,9.069E-42,1.08E-43,1.3E-44,6.962E-42,9.7E-44,1.4844E-40,8.2E-43,7.4122E-40,2.731E-42,2.3396E-39,1.3E-44,0.09
715,2.2121E-41,5.3E-43,2.1778E-41,5.82E-43,2.3857E-41,5.27E-43,2.7645E-41,6.36E-43,7.0732E-41,1.368E-42,2.6086E-40,5.527E-42,1.5164E-39,1.3967E-41,1.8434E-41,2.38E-43,4.5922E-41,3.38E-43,2.0249E-40,1.306E-42,8.0319E-40,4.438E-42,1.7156E-39,7.9E-42,0.09
716,2.6024E-41,3.35E-43,2.7987E-41,4.12E-43,2.9011E-41,3.21E-43,3.4242E-41,3.78E-43,9.0232E-41,9.14E-43,3.4559E-40,3.502E-42,2.2027E-39,8.115E-42,2.1605E-41,1.39E-43,5.9069E-41,2.17E-43,2.7654E-40,1.019E-42,1.1797E-39,3.26E-42,2.3931E-39,4.408E-42,0.09
717,1.334E-42,1.05E-43,1.092E-42,1.35E-43,1.31E-42,1.05E-43,1.408E-42,1.42E-43,1.179E-41,5.1E-43,8.8868E-41,2.783E-42,8.0009E-40,7.37E-42,1.25E-42,5.5E-44,6.438E-42,1.3E-43,6.8099E-41,6.9E-43,3.4162E-40,2.203E-42,9.9161E-40,4.567E-42,0.09
718,2.982E-42,2.0E-44,3.111E-42,2.5E-44,3.352E-42,2.1E-44,3.813E-42,2.1E-44,1.0019E-41,5.6E-44,4.093E-41,2.26E-43,2.6402E-40,4.86E-43,2.494E-42,9.8E-45,6.589E-42,1.3E-44,3.2392E-41,6.0E-44,1.3479E-40,1.25E-43,2.9597E-40,2.73E-43,0.09
719,2.96E-43,2.4E-44,1.68E-43,2.7E-44,1.88E-43,1.8E-44,2.87E-43,2.8E-44,2.82E-42,1.16E-43,1.8891E-41,5.91E-43,1.7276E-40,1.59E-42,3.32E-43,1.3E-44,1.408E-42,2.7E-44,1.3534E-41,1.5E-43,7.4377E-41,5.48E-43,2.1729E-40,1.0E-42,0.09
720,1.68E-43,1.1E-44,1.49E-43,1.3E-44,1.14E-43,8.4E-45,1.74E-43,1.1E-44,1.473E-42,4.8E-44,8.416E-42,2.17E-43,6.5628E-41,6.04E-43,1.99E-43,5.6E-45,7.9E-43,1.1E-44,6.17E-42,5.7E-44,3.1095E-41,1.72E-43,7.8323E-41,3.6E-43,0.09
721,1.52E-42,1.25E-43,1.756E-42,1.89E-43,1.803E-42,1.44E-43,2.044E-42,1.68E-43,8.657E-42,4.62E-43,5.2019E-41,2.347E-42,4.3829E-40,6.862E-42,1.19E-42,5.3E-44,4.465E-42,1.15E-43,4.1093E-41,6.05E-43,1.8731E-40,1.897E-42,5.1495E-40,3.795E-42,0.09
722,9.082E-42,1.18E-43,9.51E-42,1.67E-43,1.0032E-41,1.29E-43,1.1475E-41,1.49E-43,3.0296E-41,3.35E-43,1.2319E-40,1.476E-42,8.1242E-40,3.741E-42,7.561E-42,5.6E-44,1.9887E-41,9.1E-44,9.8487E-41,3.63E-43,4.1398E-40,1.143E-42,9.1155E-40,1.679E-42,0.09
723,3.3518E-41,1.85E-43,3.5097E-41,2.26E-43,3.6047E-41,1.65E-43,4.154E-41,2.3E-43,1.0282E-40,4.74E-43,3.5684E-40,1.644E-42,2.1422E-39,3.946E-42,2.7446E-41,7.6E-44,6.9003E-41,1.28E-43,2.9005E-40,5.34E-43,1.1947E-39,1.1E-42,2.3167E-39,2.134E-42,0.09
724,2.7527E-41,2.79E-43,2.6605E-41,3.92E-43,2.6024E-41,3.11E-43,3.1172E-41,3.45E-43,9.4136E-41,7.8E-43,3.0155E-40,3.055E-42,1.6817E-39,6.195E-42,2.5152E-41,1.39E-43,6.0557E-41,2.23E-43,2.4466E-40,6.75E-43,9.4397E-40,1.739E-42,1.8576E-39,3.422E-42,0.09
725,4.3E-44,2.4E-44,3.25E-43,6.3E-44,1.89E-43,7.3E-44,4.46E-43,8.4E-44,3.063E-42,2.96E-43,3.3923E-41,2.063E-42,3.6923E-40,5.782E-42,1.06E-43,1.5E-44,1.621E-42,6.6E-44,2.8847E-41,5.04E-43,1.4754E-40,1.631E-42,4.4473E-40,3.687E-42,0.09
726,1.084E-41,3.9E-43,1.1636E-41,5.47E-43,1.3105E-41,4.1E-43,1.5047E-41,4.99E-43,4.1327E-41,1.18E-42,2.0789E-40,4.979E-42,1.5454E-39,1.4233E-41,9.1E-42,1.85E-43,2.6318E-41,3.15E-43,1.6453E-40,1.363E-42,7.2084E-40,3.984E-42,1.7581E-39,8.097E-42,0.09
727,5.6E-45,1.4E-45,5.6E-45,2.8E-45,4.2E-45,2.8E-45,4.2E-45,2.8E-45,1.05E-43,1.1E-44,1.03E-42,7.1E-44,1.3958E-41,2.56E-43,5.6E-45,1.4E-45,4.1E-44,2.8E-45,7.85E-43,1.7E-44,4.858E-42,6.7E-44,1.8333E-41,1.51E-43,0.09
728,1.889E-42,5.7E-44,1.89E-42,7.7E-44,1.574E-42,6.0E-44,2.269E-42,7.3E-44,1.3311E-41,2.58E-43,8.399E-41,1.237E-42,7.1751E-40,3.304E-42,2.152E-42,3.2E-44,7.514E-42,6.2E-44,6.3361E-41,2.91E-43,3.1291E-40,8.65E-43,8.7302E-40,1.609E-42,0.09
729,1.56E-43,1.4E-45,1.56E-43,2.8E-45,1.64E-43,1.4E-45,2.14E-43,2.8E-45,8.37E-43,7.0E-45,4.917E-42,3.2E-44,3.7954E-41,1.05E-43,1.4E-43,1.4E-45,4.78E-43,1.4E-45,3.705E-42,9.8E-45,1.6891E-41,3.1E-44,4.5006E-41,4.2E-44,0.09
730,5.598E-42,4.23E-43,5.026E-42,6.57E-43,5.41E-42,5.44E-43,7.779E-42,6.59E-43,3.4141E-41,1.824E-42,2.1963E-40,9.71E-42,1.594E-39,2.349E-41,4.239E-42,2.34E-43,1.9502E-41,4.67E-43,1.6599E-40,2.294E-42,7.6223E-40,7.02E-42,1.9023E-39,1.4017E-41,0.09
731,4.58E-43,1.08E-43,5.4E-43,1.53E-43,4.72E-43,1.3E-43,6.12E-43,1.65E-43,8.7E-42,7.22E-43,7.8763E-41,4.715E-42,8.4473E-40,1.4782E-41,3.63E-43,5.0E-44,3.442E-42,1.61E-43,5.909E-41,1.089E-42,3.1356E-40,3.754E-42,1.0792E-39,8.946E-42,0.09
732,5.022E-42,1.8E-44,5.221E-42,2.4E-44,5.573E-42,2.1E-44,6.5E-42,2.4E-44,1.7431E-41,4.8E-44,7.6793E-41,2.12E-43,5.2014E-40,4.79E-43,4.109E-42,7.0E-45,1.1296E-41,9.8E-45,6.0662E-41,5.6E-44,2.5711E-40,2.37E-43,5.8683E-40,5.41E-43,0.09
733,2.482E-42,2.75E-43,2.716E-42,3.63E-43,2.615E-42,2.98E-43,3.081E-42,3.46E-43,1.7747E-41,1.062E-42,1.1812E-40,5.657E-42,1.0943E-39,1.7134E-41,2.054E-42,1.1E-43,8.534E-42,2.83E-43,9.2455E-41,1.533E-42,4.4826E-40,4.955E-42,1.312E-39,9.668E-42,0.09
734,1.37E-43,1.4E-44,1.18E-43,1.8E-44,1.04E-43,1.3E-44,1.92E-43,1.7E-44,2.595E-42,8.8E-44,3.0398E-41,6.45E-43,3.6919E-40,2.04E-42,1.65E-43,7.0E-45,1.288E-42,2.1E-44,2.1961E-41,1.42E-43,1.378E-40,2.1E-44,4.6995E-40,7.0E-45,0.09
735,2.4216E-41,6.7E-44,2.2935E-41,1.05E-43,2.3168E-41,6.4E-44,2.832E-41,1.04E-43,8.7922E-41,2.42E-43,3.2847E-40,9.08E-43,2.0123E-39,1.854E-42,2.1622E-41,3.9E-44,5.5525E-41,5.0E-44,2.6019E-40,2.4E-43,1.06E-39,9.77E-43,2.2578E-39,2.08E-42,0.09
736,5.51E-43,3.1E-44,5.42E-43,4.1E-44,5.51E-43,3.1E-44,8.5E-43,4.2E-44,6.658E-42,4.2E-44,6.1671E-41,9.65E-43,6.3165E-40,2.909E-42,4.88E-43,1.5E-44,3.38E-42,4.3E-44,4.6439E-41,2.56E-43,2.5031E-40,9.22E-43,7.843E-40,2.166E-42,0.09
737,5.48E-43,4.6E-44,4.46E-43,5.6E-44,4.33E-43,4.3E-44,7.38E-43,5.7E-44,5.862E-42,2.59E-43,3.9884E-41,1.212E-42,3.6041E-40,3.984E-42,6.05E-43,2.5E-44,3.153E-42,5.5E-44,2.916E-41,3.22E-43,1.566E-40,1.01E-42,4.5582E-40,2.099E-42,0.09
738,7.08E-43,4.2E-45,7.38E-43,5.6E-45,7.76E-43,5.6E-45,9.19E-43,5.6E-45,2.407E-42,1.3E-44,9.647E-42,4.5E-44,6.286E-41,1.16E-43,6.0E-43,2.8E-45,1.564E-42,1.16E-43,7.67E-42,1.4E-44,3.206E-41,1.16E-43,7.04E-41,2.8E-45,0.09
739,3.526E-42,5.9E-44,3.464E-42,7.7E-44,3.449E-42,6.0E-44,4.467E-42,7.8E-44,1.5012E-41,1.93E-43,7.4003E-41,8.86E-43,4.8444E-40,2.231E-42,3.062E-42,2.8E-44,9.13E-42,5.0E-44,5.5264E-41,2.03E-43,2.388E-40,6.6E-43,5.6343E-40,1.038E-42,0.09
740,2.0E-44,6.24E-43,8.4E-44,6.24E-43,2.06E-43,5.7E-44,4.9E-43,7.8E-44,4.107E-42,3.78E-43,3.9259E-41,2.279E-42,4.0732E-40,7.503E-42,3.71E-43,3.6E-44,1.914E-42,9.5E-44,2.7311E-41,5.79E-43,1.6067E-40,9.5E-44,5.4241E-40,4.996E-42,0.09
741,6.267E-42,1.28E-43,6.72E-42,1.98E-43,7.135E-42,1.51E-43,8.483E-42,1.88E-43,2.0578E-41,3.98E-43,7.4646E-41,1.512E-42,4.4199E-40,3.664E-42,5.136E-42,6.2E-44,1.3926E-41,1.02E-43,5.9732E-41,3.85E-43,2.4111E-40,1.11E-42,4.9318E-40,2.272E-42,0.09
742,1.096E-42,8.4E-44,7.92E-43,1.01E-43,9.28E-43,7.1E-44,1.298E-42,1.01E-43,9.164E-42,3.63E-43,6.4583E-41,1.963E-42,5.4969E-40,5.569E-42,1.026E-42,3.8E-44,4.687E-42,8.7E-44,4.6485E-41,5.14E-43,2.4306E-40,1.567E-42,6.7502E-40,3.108E-42,0.09
743,1.618E-42,4.2E-45,1.711E-42,8.4E-45,1.813E-42,5.6E-45,2.105E-42,5.6E-45,5.469E-42,1.5E-44,2.1556E-41,6.0E-44,1.3651E-40,1.26E-43,1.341E-42,2.8E-45,3.594E-42,2.8E-45,1.717E-41,1.5E-44,7.1973E-41,6.6E-44,1.5176E-40,1.4E-43,0.09
744,7.47E-43,2.9E-44,5.4E-43,3.4E-44,5.0E-43,2.4E-44,7.1E-43,3.1E-44,6.75E-42,1.56E-43,4.9082E-41,7.68E-43,4.6658E-40,7.68E-43,8.4E-43,1.7E-44,3.639E-42,4.1E-44,3.5492E-41,1.64E-43,1.9721E-40,7.26E-43,5.7138E-40,1.579E-42,0.09
745,2.17E-43,1.8E-44,4.67E-43,3.4E-44,6.12E-43,3.1E-44,8.38E-43,4.2E-44,6.223E-42,1.49E-43,6.8106E-41,9.4E-43,5.9922E-40,2.759E-42,1.36E-43,7.0E-45,2.992E-42,3.6E-44,4.8706E-41,2.69E-43,2.3724E-40,8.74E-43,7.3652E-40,1.356E-42,0.09
