# Filter transmission for J-PLUS filter iSDSS
# Authors: Jesus Varela (jvarela@cefca.es), Toni Marin (amarin@cefca.es), César Iñiguez (ciniguez@cefca.es)
# Date: 2015-05-19
# wl[A]   T[ccd]    T[ccd+filter+atm]
7448    0.974     0.912 
7449    0.974     0.912 
7450    0.975     0.912 
7451    0.975     0.913 
7452    0.976     0.913 
7453    0.975     0.913 
7454    0.974     0.912 
7455    0.974     0.912 
7456    0.975     0.912 
7457    0.975     0.912 
7458    0.975     0.913 
7459    0.975     0.912 
7460    0.974     0.911 
7461    0.975     0.912 
7462    0.975     0.912 
7463    0.975     0.912 
7464    0.975     0.912 
7465    0.976     0.913 
7466    0.977     0.914 
7467    0.976     0.912 
7468    0.975     0.911 
7469    0.975     0.910 
7470    0.974     0.910 
7471    0.973     0.909 
7472    0.972     0.907 
7473    0.973     0.909 
7474    0.975     0.910 
7475    0.975     0.910 
7476    0.975     0.910 
7477    0.976     0.911 
7478    0.976     0.911 
7479    0.976     0.911 
7480    0.976     0.911 
7481    0.976     0.910 
7482    0.975     0.909 
7483    0.976     0.909 
7484    0.976     0.909 
7485    0.976     0.909 
7486    0.976     0.909 
7487    0.976     0.909 
7488    0.976     0.909 
7489    0.976     0.908 
7490    0.976     0.908 
7491    0.976     0.907 
7492    0.975     0.906 
7493    0.974     0.906 
7494    0.974     0.905 
7495    0.974     0.905 
7496    0.975     0.905 
7497    0.975     0.905 
7498    0.976     0.906 
7499    0.976     0.905 
7500    0.975     0.905 
7501    0.975     0.904 
7502    0.975     0.904 
7503    0.975     0.904 
7504    0.976     0.904 
7505    0.978     0.906 
7506    0.980     0.908 
7507    0.979     0.907 
7508    0.978     0.906 
7509    0.977     0.905 
7510    0.976     0.904 
7511    0.975     0.902 
7512    0.973     0.900 
7513    0.974     0.901 
7514    0.976     0.902 
7515    0.976     0.903 
7516    0.977     0.903 
7517    0.977     0.903 
7518    0.977     0.903 
7519    0.976     0.902 
7520    0.975     0.901 
7521    0.975     0.900 
7522    0.974     0.899 
7523    0.974     0.899 
7524    0.974     0.899 
7525    0.974     0.899 
7526    0.975     0.900 
7527    0.975     0.900 
7528    0.975     0.900 
7529    0.974     0.899 
7530    0.973     0.898 
7531    0.973     0.898 
7532    0.973     0.897 
7533    0.973     0.898 
7534    0.974     0.899 
7535    0.975     0.900 
7536    0.975     0.901 
7537    0.976     0.902 
7538    0.976     0.902 
7539    0.976     0.902 
7540    0.975     0.902 
7541    0.975     0.901 
7542    0.974     0.901 
7543    0.973     0.900 
7544    0.971     0.899 
7545    0.973     0.900 
7546    0.974     0.902 
7547    0.974     0.902 
7548    0.974     0.903 
7549    0.975     0.904 
7550    0.976     0.905 
7551    0.975     0.904 
7552    0.974     0.904 
7553    0.974     0.904 
7554    0.974     0.904 
7555    0.974     0.904 
7556    0.974     0.904 
7557    0.973     0.903 
7558    0.972     0.901 
7559    0.972     0.901 
7560    0.972     0.901 
7561    0.972     0.901 
7562    0.973     0.901 
7563    0.974     0.902 
7564    0.975     0.903 
7565    0.976     0.904 
7566    0.977     0.904 
7567    0.977     0.904 
7568    0.977     0.904 
7569    0.977     0.903 
7570    0.976     0.902 
7571    0.975     0.901 
7572    0.974     0.900 
7573    0.973     0.899 
7574    0.973     0.898 
7575    0.974     0.899 
7576    0.975     0.900 
7577    0.974     0.899 
7578    0.974     0.899 
7579    0.975     0.899 
7580    0.975     0.899 
7581    0.974     0.881 
7582    0.972     0.862 
7583    0.973     0.846 
7584    0.974     0.829 
7585    0.974     0.812 
7586    0.974     0.795 
7587    0.973     0.777 
7588    0.972     0.759 
7589    0.972     0.742 
7590    0.972     0.725 
7591    0.971     0.707 
7592    0.970     0.689 
7593    0.971     0.673 
7594    0.972     0.656 
7595    0.972     0.639 
7596    0.972     0.622 
7597    0.972     0.605 
7598    0.972     0.588 
7599    0.972     0.570 
7600    0.972     0.553 
7601    0.971     0.536 
7602    0.970     0.518 
7603    0.971     0.502 
7604    0.972     0.485 
7605    0.972     0.468 
7606    0.972     0.474 
7607    0.972     0.480 
7608    0.971     0.486 
7609    0.972     0.492 
7610    0.973     0.499 
7611    0.973     0.505 
7612    0.973     0.511 
7613    0.974     0.518 
7614    0.975     0.524 
7615    0.974     0.530 
7616    0.974     0.536 
7617    0.973     0.542 
7618    0.972     0.547 
7619    0.972     0.553 
7620    0.972     0.560 
7621    0.971     0.565 
7622    0.971     0.571 
7623    0.971     0.577 
7624    0.971     0.583 
7625    0.971     0.590 
7626    0.971     0.596 
7627    0.972     0.602 
7628    0.973     0.609 
7629    0.973     0.615 
7630    0.974     0.622 
7631    0.973     0.627 
7632    0.973     0.631 
7633    0.972     0.637 
7634    0.972     0.642 
7635    0.972     0.647 
7636    0.971     0.652 
7637    0.972     0.657 
7638    0.972     0.663 
7639    0.972     0.668 
7640    0.972     0.673 
7641    0.972     0.678 
7642    0.972     0.683 
7643    0.972     0.689 
7644    0.972     0.694 
7645    0.973     0.700 
7646    0.974     0.706 
7647    0.975     0.712 
7648    0.975     0.717 
7649    0.975     0.723 
7650    0.976     0.728 
7651    0.975     0.733 
7652    0.975     0.738 
7653    0.975     0.744 
7654    0.976     0.749 
7655    0.975     0.754 
7656    0.975     0.760 
7657    0.975     0.766 
7658    0.975     0.772 
7659    0.974     0.777 
7660    0.974     0.783 
7661    0.973     0.788 
7662    0.972     0.793 
7663    0.972     0.799 
7664    0.971     0.805 
7665    0.971     0.810 
7666    0.971     0.816 
7667    0.971     0.822 
7668    0.971     0.828 
7669    0.971     0.834 
7670    0.971     0.840 
7671    0.971     0.846 
7672    0.970     0.852 
7673    0.972     0.859 
7674    0.973     0.866 
7675    0.973     0.872 
7676    0.972     0.877 
7677    0.974     0.885 
7678    0.976     0.892 
7679    0.975     0.898 
7680    0.975     0.903 
7681    0.975     0.903 
7682    0.975     0.903 
7683    0.974     0.902 
7684    0.973     0.902 
7685    0.973     0.902 
7686    0.973     0.902 
7687    0.973     0.902 
7688    0.974     0.903 
7689    0.974     0.903 
7690    0.974     0.903 
7691    0.973     0.902 
7692    0.972     0.901 
7693    0.972     0.902 
7694    0.972     0.902 
7695    0.972     0.901 
7696    0.971     0.901 
7697    0.972     0.902 
7698    0.973     0.902 
7699    0.972     0.902 
7700    0.972     0.901 
7701    0.972     0.902 
7702    0.972     0.902 
7703    0.971     0.901 
7704    0.971     0.901 
7705    0.971     0.901 
7706    0.972     0.902 
7707    0.971     0.902 
7708    0.971     0.901 
7709    0.972     0.902 
7710    0.973     0.903 
7711    0.972     0.902 
7712    0.971     0.902 
7713    0.971     0.902 
7714    0.972     0.903 
7715    0.972     0.903 
7716    0.973     0.904 
7717    0.972     0.903 
7718    0.972     0.903 
7719    0.971     0.903 
7720    0.971     0.902 
7721    0.970     0.902 
7722    0.970     0.902 
7723    0.970     0.902 
7724    0.971     0.903 
7725    0.971     0.903 
7726    0.971     0.903 
7727    0.971     0.903 
7728    0.971     0.903 
7729    0.972     0.904 
7730    0.972     0.904 
7731    0.972     0.904 
7732    0.972     0.905 
7733    0.973     0.905 
7734    0.974     0.906 
7735    0.974     0.906 
7736    0.974     0.906 
7737    0.974     0.906 
7738    0.973     0.906 
7739    0.972     0.905 
7740    0.971     0.904 
7741    0.973     0.905 
7742    0.974     0.906 
7743    0.974     0.906 
7744    0.975     0.907 
7745    0.975     0.907 
7746    0.976     0.908 
7747    0.976     0.907 
7748    0.975     0.907 
7749    0.974     0.906 
7750    0.974     0.906 
7751    0.973     0.905 
7752    0.971     0.904 
7753    0.970     0.903 
7754    0.969     0.902 
7755    0.969     0.902 
7756    0.970     0.902 
7757    0.970     0.902 
7758    0.970     0.902 
7759    0.971     0.903 
7760    0.972     0.903 
7761    0.972     0.903 
7762    0.972     0.903 
7763    0.972     0.904 
7764    0.973     0.904 
7765    0.973     0.904 
7766    0.973     0.904 
7767    0.973     0.904 
7768    0.973     0.904 
7769    0.974     0.904 
7770    0.974     0.905 
7771    0.974     0.904 
7772    0.974     0.904 
7773    0.974     0.904 
7774    0.974     0.904 
7775    0.974     0.904 
7776    0.973     0.903 
7777    0.974     0.904 
7778    0.975     0.904 
7779    0.975     0.904 
7780    0.975     0.905 
7781    0.976     0.905 
7782    0.976     0.905 
7783    0.976     0.904 
7784    0.976     0.904 
7785    0.975     0.903 
7786    0.974     0.902 
7787    0.973     0.901 
7788    0.973     0.901 
7789    0.972     0.900 
7790    0.972     0.900 
7791    0.972     0.900 
7792    0.972     0.899 
7793    0.972     0.899 
7794    0.972     0.899 
7795    0.971     0.899 
7796    0.971     0.898 
7797    0.970     0.897 
7798    0.970     0.897 
7799    0.971     0.897 
7800    0.972     0.898 
7801    0.972     0.898 
7802    0.971     0.897 
7803    0.972     0.898 
7804    0.973     0.899 
7805    0.973     0.899 
7806    0.973     0.899 
7807    0.974     0.899 
7808    0.975     0.900 
7809    0.974     0.899 
7810    0.974     0.898 
7811    0.973     0.897 
7812    0.972     0.896 
7813    0.972     0.896 
7814    0.972     0.896 
7815    0.972     0.896 
7816    0.973     0.897 
7817    0.973     0.897 
7818    0.974     0.897 
7819    0.974     0.897 
7820    0.973     0.896 
7821    0.973     0.896 
7822    0.973     0.895 
7823    0.973     0.896 
7824    0.973     0.896 
7825    0.973     0.895 
7826    0.973     0.895 
7827    0.973     0.895 
7828    0.974     0.895 
7829    0.974     0.896 
7830    0.975     0.896 
7831    0.975     0.896 
7832    0.975     0.896 
7833    0.975     0.896 
7834    0.975     0.896 
7835    0.975     0.895 
7836    0.974     0.895 
7837    0.975     0.895 
7838    0.975     0.895 
7839    0.975     0.895 
7840    0.975     0.894 
7841    0.975     0.894 
7842    0.975     0.894 
7843    0.975     0.894 
7844    0.975     0.894 
7845    0.974     0.893 
7846    0.974     0.893 
7847    0.974     0.892 
7848    0.973     0.892 
7849    0.973     0.892 
7850    0.973     0.891 
7851    0.972     0.891 
7852    0.972     0.890 
7853    0.972     0.890 
7854    0.972     0.890 
7855    0.972     0.890 
7856    0.972     0.890 
7857    0.973     0.890 
7858    0.974     0.891 
7859    0.974     0.891 
7860    0.974     0.891 
7861    0.973     0.890 
7862    0.972     0.889 
7863    0.972     0.889 
7864    0.972     0.889 
7865    0.972     0.889 
7866    0.972     0.889 
7867    0.973     0.890 
7868    0.974     0.891 
7869    0.974     0.890 
7870    0.973     0.890 
7871    0.973     0.889 
7872    0.972     0.888 
7873    0.972     0.889 
7874    0.973     0.889 
7875    0.973     0.889 
7876    0.973     0.889 
7877    0.973     0.889 
7878    0.973     0.889 
7879    0.973     0.888 
7880    0.972     0.888 
7881    0.971     0.887 
7882    0.970     0.886 
7883    0.971     0.887 
7884    0.971     0.887 
7885    0.972     0.888 
7886    0.973     0.889 
7887    0.974     0.890 
7888    0.975     0.891 
7889    0.974     0.890 
7890    0.974     0.890 
7891    0.973     0.889 
7892    0.972     0.888 
7893    0.972     0.888 
7894    0.972     0.888 
7895    0.972     0.888 
7896    0.972     0.888 
7897    0.972     0.889 
7898    0.973     0.889 
7899    0.974     0.890 
7900    0.974     0.890 
7901    0.975     0.891 
7902    0.975     0.891 
7903    0.975     0.891 
7904    0.975     0.891 
7905    0.975     0.891 
7906    0.975     0.891 
7907    0.975     0.891 
7908    0.975     0.891 
7909    0.976     0.892 
7910    0.976     0.893 
7911    0.976     0.892 
7912    0.975     0.892 
7913    0.974     0.891 
7914    0.973     0.890 
7915    0.974     0.891 
7916    0.974     0.891 
7917    0.974     0.891 
7918    0.973     0.891 
7919    0.975     0.892 
7920    0.976     0.893 
7921    0.976     0.893 
7922    0.976     0.893 
7923    0.975     0.893 
7924    0.975     0.893 
7925    0.974     0.892 
7926    0.974     0.892 
7927    0.972     0.890 
7928    0.970     0.889 
7929    0.970     0.889 
7930    0.970     0.889 
7931    0.970     0.889 
7932    0.970     0.889 
7933    0.971     0.890 
7934    0.971     0.891 
7935    0.972     0.891 
7936    0.973     0.892 
7937    0.973     0.893 
7938    0.974     0.893 
7939    0.974     0.894 
7940    0.975     0.895 
7941    0.974     0.894 
7942    0.974     0.894 
7943    0.973     0.893 
7944    0.971     0.892 
7945    0.971     0.892 
7946    0.970     0.891 
7947    0.970     0.891 
7948    0.970     0.892 
7949    0.971     0.893 
7950    0.972     0.894 
7951    0.972     0.894 
7952    0.972     0.894 
7953    0.971     0.893 
7954    0.971     0.893 
7955    0.970     0.893 
7956    0.969     0.892 
7957    0.971     0.893 
7958    0.972     0.894 
7959    0.971     0.893 
7960    0.970     0.893 
7961    0.970     0.893 
7962    0.971     0.893 
7963    0.970     0.892 
7964    0.969     0.892 
7965    0.971     0.894 
7966    0.973     0.895 
7967    0.973     0.895 
7968    0.973     0.895 
7969    0.973     0.895 
7970    0.973     0.896 
7971    0.972     0.895 
7972    0.972     0.894 
7973    0.971     0.894 
7974    0.971     0.893 
7975    0.972     0.894 
7976    0.973     0.895 
7977    0.973     0.895 
7978    0.973     0.895 
7979    0.974     0.896 
7980    0.975     0.898 
7981    0.975     0.897 
7982    0.974     0.896 
7983    0.973     0.895 
7984    0.972     0.894 
7985    0.972     0.894 
7986    0.972     0.894 
7987    0.972     0.894 
7988    0.972     0.893 
7989    0.972     0.893 
7990    0.972     0.894 
7991    0.972     0.893 
7992    0.972     0.893 
7993    0.973     0.894 
7994    0.973     0.894 
7995    0.974     0.895 
7996    0.975     0.896 
7997    0.975     0.896 
7998    0.975     0.895 
7999    0.975     0.895 
8000    0.974     0.895 
8001    0.975     0.895 
8002    0.976     0.896 
8003    0.977     0.896 
8004    0.978     0.897 
8005    0.978     0.897 
8006    0.977     0.896 
8007    0.976     0.895 
8008    0.974     0.893 
8009    0.973     0.892 
8010    0.972     0.891 
8011    0.971     0.889 
8012    0.969     0.888 
8013    0.969     0.888 
8014    0.968     0.887 
8015    0.968     0.886 
8016    0.968     0.886 
8017    0.969     0.887 
8018    0.971     0.888 
8019    0.972     0.889 
8020    0.973     0.890 
8021    0.973     0.890 
8022    0.974     0.891 
8023    0.973     0.890 
8024    0.972     0.889 
8025    0.973     0.890 
8026    0.974     0.891 
8027    0.974     0.890 
8028    0.974     0.890 
8029    0.974     0.890 
8030    0.974     0.889 
8031    0.973     0.889 
8032    0.973     0.888 
8033    0.972     0.888 
8034    0.972     0.887 
8035    0.972     0.888 
8036    0.973     0.888 
8037    0.973     0.888 
8038    0.974     0.888 
8039    0.974     0.889 
8040    0.975     0.890 
8041    0.976     0.890 
8042    0.977     0.891 
8043    0.977     0.890 
8044    0.976     0.890 
8045    0.976     0.889 
8046    0.975     0.888 
8047    0.976     0.889 
8048    0.976     0.889 
8049    0.977     0.890 
8050    0.978     0.890 
8051    0.978     0.890 
8052    0.977     0.889 
8053    0.976     0.888 
8054    0.974     0.887 
8055    0.973     0.885 
8056    0.972     0.884 
8057    0.973     0.885 
8058    0.974     0.885 
8059    0.975     0.887 
8060    0.977     0.888 
8061    0.977     0.888 
8062    0.978     0.888 
8063    0.978     0.888 
8064    0.978     0.887 
8065    0.977     0.886 
8066    0.976     0.885 
8067    0.976     0.885 
8068    0.976     0.885 
8069    0.975     0.884 
8070    0.974     0.883 
8071    0.973     0.882 
8072    0.972     0.881 
8073    0.973     0.881 
8074    0.973     0.881 
8075    0.974     0.882 
8076    0.976     0.883 
8077    0.977     0.884 
8078    0.978     0.884 
8079    0.977     0.884 
8080    0.977     0.884 
8081    0.977     0.883 
8082    0.977     0.881 
8083    0.975     0.880 
8084    0.974     0.878 
8085    0.974     0.877 
8086    0.973     0.875 
8087    0.972     0.874 
8088    0.972     0.872 
8089    0.972     0.872 
8090    0.973     0.872 
8091    0.974     0.872 
8092    0.975     0.872 
8093    0.976     0.872 
8094    0.977     0.872 
8095    0.978     0.873 
8096    0.979     0.873 
8097    0.980     0.872 
8098    0.980     0.872 
8099    0.981     0.872 
8100    0.981     0.871 
8101    0.981     0.870 
8102    0.980     0.869 
8103    0.980     0.868 
8104    0.981     0.868 
8105    0.980     0.866 
8106    0.979     0.864 
8107    0.978     0.863 
8108    0.978     0.861 
8109    0.977     0.859 
8110    0.976     0.857 
8111    0.976     0.856 
8112    0.976     0.855 
8113    0.975     0.854 
8114    0.974     0.852 
8115    0.976     0.853 
8116    0.978     0.853 
8117    0.977     0.852 
8118    0.977     0.850 
8119    0.978     0.850 
8120    0.979     0.850 
8121    0.977     0.847 
8122    0.976     0.845 
8123    0.975     0.844 
8124    0.975     0.842 
8125    0.975     0.842 
8126    0.976     0.841 
8127    0.976     0.840 
8128    0.976     0.839 
8129    0.977     0.839 
8130    0.979     0.840 
8131    0.978     0.838 
8132    0.977     0.836 
8133    0.977     0.835 
8134    0.977     0.835 
8135    0.975     0.832 
8136    0.973     0.829 
8137    0.973     0.828 
8138    0.972     0.827 
8139    0.971     0.825 
8140    0.970     0.823 
8141    0.971     0.823 
8142    0.972     0.823 
8143    0.970     0.820 
8144    0.968     0.818 
8145    0.969     0.818 
8146    0.970     0.818 
8147    0.970     0.817 
8148    0.970     0.816 
8149    0.971     0.816 
8150    0.973     0.816 
8151    0.972     0.815 
8152    0.971     0.813 
8153    0.970     0.811 
8154    0.969     0.809 
8155    0.971     0.810 
8156    0.973     0.811 
8157    0.973     0.810 
8158    0.973     0.809 
8159    0.974     0.810 
8160    0.975     0.810 
8161    0.973     0.808 
8162    0.971     0.805 
8163    0.971     0.805 
8164    0.971     0.804 
8165    0.971     0.803 
8166    0.970     0.802 
8167    0.972     0.803 
8168    0.973     0.803 
8169    0.973     0.802 
8170    0.973     0.802 
8171    0.972     0.801 
8172    0.972     0.800 
8173    0.972     0.799 
8174    0.972     0.798 
8175    0.972     0.798 
8176    0.972     0.797 
8177    0.973     0.797 
8178    0.974     0.797 
8179    0.973     0.796 
8180    0.973     0.795 
8181    0.972     0.794 
8182    0.972     0.793 
8183    0.973     0.793 
8184    0.973     0.794 
8185    0.973     0.793 
8186    0.973     0.792 
8187    0.972     0.792 
8188    0.972     0.791 
8189    0.971     0.789 
8190    0.969     0.788 
8191    0.969     0.787 
8192    0.969     0.787 
8193    0.969     0.786 
8194    0.968     0.785 
8195    0.968     0.785 
8196    0.968     0.784 
8197    0.967     0.783 
8198    0.966     0.782 
8199    0.966     0.781 
8200    0.965     0.780 
8201    0.964     0.779 
8202    0.964     0.778 
8203    0.963     0.777 
8204    0.962     0.776 
8205    0.963     0.776 
8206    0.963     0.776 
8207    0.963     0.776 
8208    0.964     0.776 
8209    0.963     0.775 
8210    0.962     0.775 
8211    0.963     0.775 
8212    0.964     0.775 
8213    0.963     0.774 
8214    0.961     0.773 
8215    0.962     0.773 
8216    0.962     0.773 
8217    0.962     0.772 
8218    0.961     0.772 
8219    0.962     0.772 
8220    0.962     0.772 
8221    0.961     0.771 
8222    0.960     0.770 
8223    0.960     0.770 
8224    0.960     0.770 
8225    0.961     0.770 
8226    0.961     0.770 
8227    0.963     0.772 
8228    0.965     0.773 
8229    0.965     0.773 
8230    0.965     0.772 
8231    0.965     0.772 
8232    0.964     0.772 
8233    0.963     0.770 
8234    0.961     0.769 
8235    0.960     0.768 
8236    0.959     0.768 
8237    0.959     0.767 
8238    0.958     0.767 
8239    0.959     0.767 
8240    0.959     0.768 
8241    0.958     0.767 
8242    0.957     0.766 
8243    0.958     0.767 
8244    0.960     0.768 
8245    0.959     0.768 
8246    0.958     0.767 
8247    0.960     0.769 
8248    0.962     0.770 
8249    0.962     0.770 
8250    0.961     0.770 
8251    0.963     0.771 
8252    0.964     0.772 
8253    0.963     0.771 
8254    0.962     0.770 
8255    0.962     0.770 
8256    0.962     0.770 
8257    0.961     0.770 
8258    0.961     0.770 
8259    0.960     0.770 
8260    0.960     0.770 
8261    0.958     0.769 
8262    0.957     0.768 
8263    0.957     0.769 
8264    0.957     0.769 
8265    0.957     0.769 
8266    0.957     0.769 
8267    0.959     0.771 
8268    0.960     0.772 
8269    0.959     0.772 
8270    0.959     0.772 
8271    0.958     0.771 
8272    0.957     0.771 
8273    0.956     0.770 
8274    0.955     0.770 
8275    0.955     0.770 
8276    0.955     0.770 
8277    0.955     0.771 
8278    0.956     0.772 
8279    0.955     0.771 
8280    0.953     0.770 
8281    0.955     0.772 
8282    0.956     0.773 
8283    0.955     0.773 
8284    0.954     0.773 
8285    0.954     0.773 
8286    0.953     0.773 
8287    0.951     0.772 
8288    0.949     0.771 
8289    0.950     0.772 
8290    0.950     0.773 
8291    0.952     0.774 
8292    0.953     0.776 
8293    0.952     0.776 
8294    0.951     0.776 
8295    0.951     0.776 
8296    0.951     0.776 
8297    0.950     0.776 
8298    0.949     0.776 
8299    0.950     0.777 
8300    0.951     0.779 
8301    0.950     0.778 
8302    0.949     0.778 
8303    0.950     0.779 
8304    0.951     0.780 
8305    0.948     0.779 
8306    0.946     0.777 
8307    0.946     0.778 
8308    0.946     0.779 
8309    0.945     0.779 
8310    0.944     0.779 
8311    0.945     0.780 
8312    0.945     0.781 
8313    0.945     0.781 
8314    0.944     0.781 
8315    0.944     0.781 
8316    0.944     0.782 
8317    0.944     0.783 
8318    0.945     0.783 
8319    0.942     0.782 
8320    0.940     0.781 
8321    0.938     0.779 
8322    0.935     0.778 
8323    0.933     0.777 
8324    0.931     0.776 
8325    0.930     0.775 
8326    0.929     0.775 
8327    0.928     0.775 
8328    0.927     0.775 
8329    0.926     0.774 
8330    0.924     0.773 
8331    0.921     0.771 
8332    0.918     0.769 
8333    0.917     0.768 
8334    0.915     0.766 
8335    0.914     0.765 
8336    0.913     0.765 
8337    0.912     0.764 
8338    0.910     0.763 
8339    0.910     0.763 
8340    0.909     0.762 
8341    0.906     0.760 
8342    0.903     0.757 
8343    0.901     0.756 
8344    0.899     0.754 
8345    0.894     0.750 
8346    0.889     0.746 
8347    0.887     0.744 
8348    0.884     0.742 
8349    0.884     0.742 
8350    0.883     0.742 
8351    0.882     0.741 
8352    0.880     0.740 
8353    0.878     0.738 
8354    0.876     0.736 
8355    0.871     0.732 
8356    0.865     0.727 
8357    0.864     0.725 
8358    0.862     0.724 
8359    0.858     0.720 
8360    0.854     0.717 
8361    0.852     0.715 
8362    0.850     0.713 
8363    0.846     0.710 
8364    0.843     0.706 
8365    0.841     0.704 
8366    0.839     0.702 
8367    0.834     0.698 
8368    0.829     0.694 
8369    0.824     0.689 
8370    0.818     0.684 
8371    0.814     0.680 
8372    0.809     0.676 
8373    0.806     0.673 
8374    0.803     0.671 
8375    0.801     0.669 
8376    0.800     0.667 
8377    0.795     0.664 
8378    0.791     0.660 
8379    0.787     0.656 
8380    0.782     0.652 
8381    0.777     0.647 
8382    0.772     0.643 
8383    0.765     0.637 
8384    0.759     0.632 
8385    0.753     0.627 
8386    0.748     0.622 
8387    0.742     0.617 
8388    0.736     0.612 
8389    0.734     0.610 
8390    0.732     0.608 
8391    0.730     0.606 
8392    0.727     0.603 
8393    0.722     0.599 
8394    0.717     0.595 
8395    0.711     0.590 
8396    0.706     0.585 
8397    0.699     0.579 
8398    0.692     0.573 
8399    0.687     0.569 
8400    0.682     0.564 
8401    0.675     0.559 
8402    0.669     0.553 
8403    0.663     0.548 
8404    0.657     0.543 
8405    0.651     0.538 
8406    0.646     0.534 
8407    0.639     0.528 
8408    0.632     0.522 
8409    0.627     0.518 
8410    0.622     0.513 
8411    0.616     0.508 
8412    0.610     0.503 
8413    0.606     0.499 
8414    0.601     0.495 
8415    0.596     0.491 
8416    0.590     0.486 
8417    0.585     0.481 
8418    0.579     0.476 
8419    0.574     0.472 
8420    0.569     0.467 
8421    0.563     0.463 
8422    0.558     0.458 
8423    0.551     0.453 
8424    0.544     0.447 
8425    0.539     0.442 
8426    0.533     0.437 
8427    0.528     0.433 
8428    0.522     0.428 
8429    0.518     0.424 
8430    0.513     0.420 
8431    0.505     0.414 
8432    0.497     0.407 
8433    0.492     0.403 
8434    0.487     0.399 
8435    0.482     0.394 
8436    0.476     0.389 
8437    0.473     0.387 
8438    0.470     0.384 
8439    0.464     0.379 
8440    0.457     0.373 
8441    0.452     0.369 
8442    0.446     0.364 
8443    0.440     0.359 
8444    0.434     0.354 
8445    0.428     0.349 
8446    0.423     0.344 
8447    0.417     0.340 
8448    0.412     0.335 
8449    0.407     0.331 
8450    0.401     0.327 
8451    0.396     0.322 
8452    0.391     0.318 
8453    0.386     0.314 
8454    0.382     0.310 
8455    0.376     0.306 
8456    0.371     0.301 
8457    0.365     0.296 
8458    0.359     0.291 
8459    0.355     0.288 
8460    0.351     0.285 
8461    0.347     0.281 
8462    0.342     0.277 
8463    0.339     0.275 
8464    0.335     0.272 
8465    0.331     0.268 
8466    0.326     0.264 
8467    0.321     0.260 
8468    0.317     0.256 
8469    0.311     0.252 
8470    0.306     0.247 
8471    0.303     0.245 
8472    0.299     0.242 
8473    0.295     0.239 
8474    0.291     0.235 
8475    0.287     0.232 
8476    0.283     0.228 
8477    0.279     0.225 
8478    0.275     0.222 
8479    0.270     0.218 
8480    0.265     0.214 
8481    0.263     0.212 
8482    0.261     0.210 
8483    0.256     0.206 
8484    0.251     0.202 
8485    0.248     0.200 
8486    0.245     0.197 
8487    0.241     0.194 
8488    0.236     0.190 
8489    0.233     0.187 
8490    0.230     0.185 
8491    0.226     0.182 
8492    0.223     0.179 
8493    0.219     0.176 
8494    0.216     0.173 
8495    0.213     0.171 
8496    0.210     0.168 
8497    0.207     0.166 
8498    0.204     0.163 
8499    0.199     0.160 
8500    0.195     0.156 
8501    0.191     0.153 
8502    0.186     0.149 
8503    0.183     0.147 
8504    0.180     0.144 
8505    0.178     0.142 
8506    0.176     0.141 
8507    0.174     0.139 
8508    0.172     0.138 
8509    0.169     0.135 
8510    0.166     0.132 
8511    0.163     0.130 
8512    0.160     0.128 
8513    0.157     0.125 
8514    0.155     0.123 
8515    0.152     0.121 
8516    0.150     0.119 
8517    0.147     0.117 
8518    0.144     0.114 
8519    0.141     0.112 
8520    0.139     0.110 
8521    0.136     0.108 
8522    0.134     0.107 
8523    0.132     0.105 
8524    0.130     0.103 
8525    0.129     0.102 
8526    0.127     0.101 
8527    0.125     0.099 
8528    0.124     0.098 
8529    0.121     0.096 
8530    0.118     0.093 
8531    0.115     0.091 
8532    0.112     0.088 
8533    0.109     0.086 
8534    0.106     0.084 
8535    0.104     0.082 
8536    0.102     0.081 
8537    0.100     0.079 
8538    0.098     0.077 
8539    0.096     0.076 
8540    0.095     0.075 
8541    0.094     0.074 
8542    0.093     0.073 
8543    0.092     0.072 
8544    0.091     0.071 
8545    0.089     0.070 
8546    0.087     0.069 
8547    0.085     0.067 
8548    0.083     0.065 
8549    0.081     0.064 
8550    0.080     0.063 
8551    0.078     0.062 
8552    0.077     0.060 
8553    0.076     0.060 
8554    0.075     0.059 
8555    0.074     0.058 
8556    0.073     0.058 
8557    0.072     0.056 
8558    0.071     0.055 
8559    0.069     0.054 
8560    0.068     0.053 
8561    0.067     0.052 
8562    0.065     0.051 
8563    0.064     0.050 
8564    0.063     0.049 
8565    0.061     0.048 
8566    0.059     0.046 
8567    0.057     0.045 
8568    0.056     0.044 
8569    0.054     0.042 
8570    0.053     0.041 
8571    0.052     0.040 
8572    0.051     0.039 
8573    0.050     0.039 
8574    0.049     0.039 
8575    0.048     0.037 
8576    0.047     0.036 
8577    0.046     0.036 
8578    0.045     0.035 
8579    0.044     0.034 
8580    0.042     0.033 
8581    0.042     0.033 
8582    0.042     0.033 
8583    0.041     0.032 
8584    0.040     0.031 
8585    0.040     0.031 
8586    0.039     0.030 
8587    0.038     0.030 
8588    0.037     0.029 
8589    0.037     0.029 
8590    0.036     0.028 
8591    0.035     0.027 
8592    0.034     0.026 
8593    0.033     0.025 
8594    0.032     0.024 
8595    0.031     0.024 
8596    0.030     0.023 
8597    0.029     0.023 
8598    0.029     0.022 
8599    0.029     0.022 
8600    0.029     0.022 
8601    0.029     0.022 
8602    0.029     0.022 
8603    0.028     0.021 
